,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.61,0.58,0.13,0.95,0.43,0.41,0.48,0.1,0.4,0.08
firebird.csv,0.97,0.67,0.24,0.53,0.46,0.54,0.67,0.27,0.56,0.22
fmri-dmt.csv,0.1,0.11,0.17,0.04,0.12,0.07,0.12,0.0,0.0,1.0
htmlunit.csv,0.21,0.78,0.16,0.43,0.35,0.97,0.53,0.39,0.47,0.18
monetdb.csv,0.5,0.42,0.31,0.51,0.49,0.4,0.54,0.43,0.97,0.11
ontomorphtab.csv,0.45,0.99,0.16,0.51,0.5,0.51,0.59,0.46,0.4,0.19
smarttag.csv,0.63,0.59,0.04,0.47,0.51,0.5,0.67,0.97,0.52,0.28
taokgame.csv,0.26,0.19,1.0,0.28,0.34,0.08,0.3,0.31,0.39,0.0
webdriver.csv,0.6,0.63,0.36,0.51,0.51,0.5,0.98,0.32,0.53,0.14
xbplayer.csv,0.33,0.44,0.22,0.47,0.99,0.36,0.5,0.35,0.31,0.1
