,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.17,0.46,0.4,0.94,0.43,0.47,0.46,0.09,0.42,0.2
firebird.csv,0.96,0.61,0.67,0.62,0.6,0.69,0.7,0.42,0.67,0.71
fmri-dmt.csv,0.07,0.07,0.24,0.02,0.12,0.04,0.09,0.0,0.0,1.0
htmlunit.csv,0.16,0.44,0.24,0.52,0.41,0.95,0.56,0.0,0.55,0.36
monetdb.csv,0.44,0.33,0.8,0.56,0.58,0.41,0.54,0.61,0.97,0.2
ontomorphtab.csv,0.4,0.98,0.37,0.59,0.65,0.66,0.63,0.58,0.46,0.62
smarttag.csv,0.63,0.51,0.12,0.52,0.61,0.53,0.71,0.99,0.56,0.67
taokgame.csv,0.19,0.13,1.0,0.24,0.3,0.06,0.24,0.33,0.33,0.0
webdriver.csv,0.59,0.57,0.54,0.58,0.54,0.59,0.99,0.48,0.55,0.37
xbplayer.csv,0.27,0.35,0.34,0.47,0.98,0.35,0.48,0.33,0.27,0.2
