,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.83,0.6,0.4,0.93,0.79,0.7,0.42,0.07,0.7,0.17
firebird.csv,0.96,0.6,0.8,0.64,0.67,0.86,0.73,0.43,0.68,0.83
fmri-dmt.csv,0.06,0.06,0.2,0.02,0.1,0.03,0.07,0.0,0.0,1.0
htmlunit.csv,0.13,0.97,0.2,0.55,0.38,0.94,0.58,0.93,0.53,1.0
monetdb.csv,0.4,0.29,1.0,0.53,0.57,0.37,0.51,0.64,0.96,0.17
ontomorphtab.csv,0.36,0.97,0.7,0.6,0.74,0.82,0.71,0.93,0.43,0.83
smarttag.csv,0.65,0.46,0.1,0.5,0.6,0.49,0.73,1.0,0.53,0.67
taokgame.csv,0.16,0.11,1.0,0.2,0.26,0.05,0.2,0.29,0.28,0.0
webdriver.csv,0.59,0.54,0.5,0.57,0.5,0.57,1.0,0.5,0.51,0.33
xbplayer.csv,0.23,0.31,0.3,0.43,0.98,0.31,0.44,0.29,0.23,0.17
