,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.17,0.33,0.36,0.27,0.18,0.16,0.28,0.22,0.22,0.19,0.57,0.04,0.37,0.13,0.34,0.12,0.3,0.26,0.22,0.32
cornerstone.csv,0.19,0.11,0.09,0.11,0.09,0.12,0.18,0.12,0.01,0.0,0.32,0.2,0.04,0.26,0.0,0.06,0.23,0.29,0.08,0.0
emeraldemu.csv,0.55,0.28,0.58,0.83,0.09,0.07,0.12,0.2,0.08,0.23,0.64,0.01,0.02,0.0,0.09,0.0,0.14,0.0,0.12,0.07
grafx2.csv,0.38,0.37,0.4,0.33,0.18,0.35,0.3,0.31,0.31,0.19,0.57,0.5,0.43,0.18,0.66,0.31,0.51,0.26,0.19,0.39
jahshakafx.csv,0.26,0.33,0.58,0.37,0.09,0.12,0.18,0.45,0.27,0.13,0.51,0.03,0.28,0.11,0.28,0.12,0.34,0.42,0.3,0.2
kindb.csv,0.35,0.3,0.45,0.36,0.27,0.31,0.68,0.46,0.52,0.19,0.83,0.14,0.46,0.11,0.22,0.12,0.45,0.03,0.44,0.36
maya-work-in-progress.csv,0.7,0.52,0.6,0.23,0.73,0.49,0.68,0.66,0.73,0.15,0.91,0.61,0.74,0.76,0.88,0.56,0.75,0.76,0.75,0.52
netatalk.csv,0.43,0.8,0.88,0.9,0.45,0.51,0.57,0.65,0.71,0.62,0.79,0.27,0.35,0.55,0.72,0.56,0.82,0.29,0.64,0.5
novembre.csv,0.25,0.32,0.31,0.39,0.09,0.29,0.2,0.38,0.5,0.17,0.43,0.14,0.09,0.13,0.56,0.19,0.28,0.21,0.19,0.3
ns-3.csv,0.56,0.37,0.48,0.27,0.18,0.51,0.88,0.57,0.5,0.45,0.34,0.93,0.7,0.95,0.5,0.94,0.76,0.89,0.88,0.59
nullc.csv,0.45,0.98,1.0,0.95,0.0,0.37,0.48,0.43,0.46,0.04,0.57,0.18,0.57,0.34,0.44,0.25,0.73,0.5,0.36,0.3
open-beos.csv,0.35,0.46,0.39,0.58,0.18,0.31,0.6,0.56,0.24,0.15,0.3,0.88,0.41,0.82,0.41,0.88,0.55,0.76,0.51,0.36
pixel-commandos.csv,0.01,0.5,0.21,0.44,0.0,0.08,0.08,0.1,0.04,0.02,0.15,0.04,0.02,0.13,0.09,0.12,0.18,0.16,0.07,0.09
planeshift.csv,0.98,0.85,0.96,0.99,0.82,0.6,0.65,0.54,0.72,0.43,0.64,0.82,0.3,0.26,0.69,0.75,0.96,0.76,0.6,0.77
plee-the-bear.csv,0.33,0.21,0.23,0.02,0.55,0.45,0.45,0.68,0.57,0.11,0.64,0.43,0.57,0.47,0.47,0.56,0.38,0.58,0.56,0.41
reaper-ecad.csv,0.14,0.11,0.14,0.25,0.0,0.01,0.0,0.08,0.03,0.02,0.13,0.0,0.04,0.0,0.06,0.0,0.13,0.0,0.01,0.0
sbml.csv,0.54,0.43,0.61,0.66,0.18,0.48,0.88,0.81,0.46,0.89,0.62,0.86,0.67,0.58,0.28,0.88,0.41,0.76,0.71,0.3
unimrcp.csv,0.58,0.44,0.32,0.36,0.09,0.24,0.6,0.16,0.19,0.17,0.89,0.34,0.33,0.08,0.09,0.06,0.55,0.18,0.23,0.16
unladen-swallow.csv,0.08,0.19,0.18,0.05,0.09,0.12,0.48,0.34,0.23,0.11,0.13,0.34,0.28,0.13,0.16,0.25,0.23,0.37,0.36,0.09
xmoto.csv,0.34,0.33,0.26,0.03,0.27,0.4,0.45,0.3,0.36,0.17,0.47,0.2,0.22,0.16,0.41,0.44,0.49,0.97,0.43,0.27
