,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.12,0.07,0.04,1.0,0.02,0.07
codeblocks.csv,0.51,0.0,0.99,0.5,0.76,0.57
dataobjectsdotnet.csv,0.37,0.33,0.33,0.23,0.01,0.97
n2cms.csv,1.0,0.39,0.39,0.65,0.47,0.5
nug.csv,0.56,1.0,0.4,0.49,0.18,0.38
uclmda.csv,0.12,0.28,0.56,0.17,1.0,0.38
