,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.0,2.0,0.0,0.0,0.0,4.0
codeblocks.csv,0.0,0.0,0.0,0.0,0.0,3.0
dataobjectsdotnet.csv,4.0,4.0,0.0,1.0,0.0,0.0
n2cms.csv,0.0,17.0,1.0,3.0,2.0,2.0
nug.csv,4.0,0.0,5.0,0.0,0.0,0.0
uclmda.csv,4.0,5.0,0.0,0.0,0.0,0.0
