,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.1,0.06,0.03,1.0,0.02,0.06
codeblocks.csv,0.48,0.94,0.99,0.48,0.79,0.64
dataobjectsdotnet.csv,0.33,0.29,0.28,0.19,0.01,0.96
n2cms.csv,1.0,0.41,0.34,0.67,0.53,0.49
nug.csv,0.56,1.0,0.39,0.52,0.15,0.35
uclmda.csv,0.1,0.24,0.56,0.14,1.0,0.34
