,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.5,0.11,1.0,1.0,1.0,0.53
codeblocks.csv,0.52,0.31,1.0,0.25,0.98,0.45
dataobjectsdotnet.csv,0.52,0.38,0.92,0.36,1.0,0.99
n2cms.csv,1.0,0.22,0.91,0.3,0.96,0.46
nug.csv,0.44,1.0,0.67,0.19,0.92,0.38
uclmda.csv,0.26,0.36,0.78,0.2,1.0,0.42
