,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,97.5,98.5,2060.5,394.0,327.0,11.5,98.5,3144.0,373.0,86.5
aime.csv,97.5,197.5,389.5,0.0,404.5,123.0,84.5,1595.5,289.0,189.0
badtrinitycore.csv,0.0,77.5,1074.0,394.0,735.5,290.5,98.5,1341.0,176.0,95.5
electric-core.csv,97.5,96.5,482.5,393.5,1346.0,290.5,264.5,1529.5,551.0,579.0
geochat.csv,95.5,197.5,587.5,756.0,98.5,17.5,98.5,148.0,332.0,188.0
mumble.csv,97.5,197.5,795.5,196.0,98.5,193.0,98.5,2103.0,464.0,471.5
olsrd.csv,97.5,195.5,784.0,591.5,98.5,94.5,98.5,3458.5,465.5,290.5
silvertree.csv,97.5,96.5,2545.0,690.0,164.0,94.5,98.5,7061.5,571.5,486.5
skia.csv,97.5,195.5,489.0,295.5,407.5,94.5,98.5,569.0,266.5,192.0
t-2.csv,97.5,197.5,484.5,294.5,296.5,290.5,98.5,163.0,573.0,388.0
