,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.8,0.81,0.47,0.33,0.43,0.08,0.48,0.12,0.36,0.14
aime.csv,0.54,0.67,0.33,0.0,0.44,0.14,0.3,0.07,0.26,0.1
badtrinitycore.csv,0.0,0.08,0.39,0.51,0.29,0.57,0.58,0.22,0.46,0.31
electric-core.csv,0.73,0.68,0.49,0.3,0.3,0.57,0.46,0.23,0.45,0.37
geochat.csv,0.59,0.87,0.23,0.04,0.3,0.0,0.25,0.16,0.34,0.46
mumble.csv,0.69,0.87,0.22,0.13,0.45,0.61,0.74,0.16,0.43,0.4
olsrd.csv,0.73,0.85,0.37,0.25,0.34,0.58,0.51,0.25,0.55,0.44
silvertree.csv,0.69,0.67,0.39,0.22,0.25,0.72,0.51,0.21,0.48,0.32
skia.csv,0.7,0.76,0.39,0.28,0.27,0.35,0.42,0.31,0.59,0.35
t-2.csv,0.57,0.67,0.28,0.22,0.26,0.58,0.46,0.45,0.41,0.39
