,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.0,0.69,0.79,0.76,0.87
intact.csv,0.7,0.1,0.98,0.81,0.63
miranda-icq.csv,0.81,0.7,0.08,0.75,0.68
ofbiz.csv,0.76,0.66,0.87,0.95,0.01
roolo.csv,0.91,0.97,0.92,0.0,0.87
