,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.57,0.9,0.5,0.93
intact.csv,0.45,0.9,1.0,0.35,0.51
miranda-icq.csv,0.36,0.33,0.92,0.3,0.35
ofbiz.csv,0.25,0.47,0.13,0.05,0.99
roolo.csv,0.09,0.03,0.08,1.0,0.14
