,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.4,0.44,0.39,0.79
intact.csv,0.59,0.95,0.41,0.31,0.6
miranda-icq.csv,0.5,0.36,0.96,0.33,0.48
ofbiz.csv,0.4,0.39,0.18,0.09,0.99
roolo.csv,0.16,0.05,0.13,1.0,0.23
