,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.37,0.5,0.39,0.48,0.37
intact.csv,0.46,0.74,0.4,0.56,0.63
miranda-icq.csv,0.7,0.77,0.81,0.81,0.52
ofbiz.csv,0.71,0.52,0.96,0.67,0.44
roolo.csv,0.89,0.86,0.89,0.8,0.97
