,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.03,0.23,0.18,0.09,0.12,0.96,0.08,0.19,0.0,0.27,0.09,0.32,0.41
badtrinity-zero.csv,0.21,0.32,0.99,0.38,0.46,0.22,0.09,0.47,0.11,0.75,0.94,0.0,0.56
bibletime.csv,0.48,0.59,0.66,0.54,0.51,0.17,0.15,0.77,0.17,1.0,0.34,0.8,0.6
critterding.csv,0.28,0.94,0.38,0.4,0.21,0.14,0.2,0.47,0.12,0.61,0.85,0.39,0.53
elateportal.csv,0.49,0.53,0.67,0.5,0.51,0.15,0.12,0.55,0.13,0.82,1.0,0.83,0.56
fmri-dmt.csv,0.12,0.0,0.12,0.13,0.08,0.15,0.2,0.0,0.83,0.09,0.0,0.04,0.09
ftm.csv,0.4,0.42,0.43,0.37,0.46,0.24,0.14,0.58,0.08,0.58,0.09,0.43,0.96
gusanos.csv,0.42,0.58,0.66,0.55,0.42,0.17,0.11,0.98,0.17,0.8,0.58,0.67,0.56
monetdb.csv,0.5,0.5,0.6,0.39,0.97,0.16,0.11,0.61,0.09,0.53,0.92,0.31,0.62
quarkplayer.csv,0.02,0.0,0.0,0.0,0.04,0.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0
reactos-mirror.csv,0.98,0.65,0.62,0.45,0.48,0.19,0.14,0.76,0.12,0.83,0.84,0.85,0.59
sandiaportals.csv,0.47,0.55,0.53,0.52,0.42,0.2,0.15,0.78,0.17,0.89,0.2,1.0,0.59
xbplayer.csv,0.35,0.27,0.44,0.98,0.28,0.19,0.17,0.59,0.17,0.34,0.04,0.17,0.51
