,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.02,0.18,0.12,0.09,0.07,0.93,0.31,0.12,0.0,0.2,0.06,0.23,0.38
badtrinity-zero.csv,0.17,0.28,0.98,0.36,0.53,0.73,0.31,0.38,0.36,0.65,0.89,0.0,0.59
bibletime.csv,0.5,0.6,0.65,0.7,0.65,0.62,0.65,0.63,0.52,1.0,0.24,0.73,0.41
critterding.csv,0.24,0.92,0.36,0.44,0.18,0.37,0.49,0.38,0.36,0.5,0.71,0.29,0.55
elateportal.csv,0.55,0.56,0.68,0.46,0.64,0.55,0.51,0.47,0.36,0.69,1.0,0.49,0.59
fmri-dmt.csv,0.09,0.0,0.07,0.09,0.05,0.1,0.21,0.0,0.86,0.06,0.0,0.02,0.06
ftm.csv,0.41,0.43,0.35,0.48,0.55,0.54,0.48,0.5,0.2,0.46,0.06,0.33,0.94
gusanos.csv,0.41,0.62,0.67,0.71,0.54,0.62,0.52,0.97,0.59,0.69,0.46,0.58,0.59
monetdb.csv,0.56,0.5,0.58,0.51,0.97,0.56,0.51,0.53,0.2,0.42,0.85,0.24,0.64
quarkplayer.csv,0.01,0.0,0.0,0.0,0.02,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0
reactos-mirror.csv,0.97,0.62,0.57,0.57,0.61,0.68,0.51,0.55,0.33,0.6,0.0,0.38,0.26
sandiaportals.csv,0.52,0.54,0.53,0.61,0.53,0.69,0.65,0.69,0.51,0.8,0.13,1.0,0.59
xbplayer.csv,0.32,0.21,0.37,0.96,0.23,0.29,0.4,0.48,0.37,0.25,0.02,0.11,0.43
