,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.89,0.14,0.23,0.72,0.7,0.81,0.52,0.39,0.92
empserver.csv,0.79,0.22,0.13,0.76,0.73,0.72,0.56,0.24,0.92
enlightenment.csv,0.66,0.23,0.13,0.73,0.52,0.66,0.43,0.22,0.73
ildjit.csv,0.69,0.59,0.12,0.49,0.47,0.56,0.35,0.17,0.6
jfreereport.csv,0.84,0.1,0.24,0.74,0.6,0.83,0.51,0.52,1.0
lufa-lib.csv,0.59,0.23,0.18,0.63,0.62,0.67,0.62,0.56,0.74
pcsx2.csv,0.77,0.13,0.16,0.67,0.64,0.79,0.43,0.23,0.79
psycle.csv,0.76,0.15,0.15,0.65,0.56,0.73,0.45,0.22,0.81
wikipediardware.csv,0.78,0.18,0.13,0.63,0.51,0.7,0.42,0.26,0.93
