,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.74,0.6,0.58,0.56,0.9,0.48,0.65,0.66,0.62
empserver.csv,0.49,0.44,0.47,0.73,0.55,0.45,0.75,0.43,0.67
enlightenment.csv,0.47,0.4,0.42,0.47,0.41,0.44,0.52,0.42,0.42
ildjit.csv,0.82,0.97,0.86,0.99,0.88,0.98,0.97,0.46,0.8
jfreereport.csv,0.95,0.9,0.75,0.93,0.8,0.67,0.91,0.97,0.5
lufa-lib.csv,0.75,0.54,0.72,0.64,0.88,0.53,0.71,0.98,0.57
pcsx2.csv,0.6,0.55,0.52,0.55,0.51,0.47,0.5,0.45,0.5
psycle.csv,0.47,0.43,0.42,0.48,0.42,0.42,0.48,0.42,0.45
wikipediardware.csv,0.43,0.38,0.42,0.41,0.4,0.38,0.49,0.41,0.47
