,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.89,0.47,0.65,0.5,1.0
chaperon.csv,0.14,0.12,0.18,1.0,0.16
mule.csv,0.99,0.2,0.25,0.0,0.25
springside.csv,0.76,1.0,0.55,0.75,0.5
swtfox.csv,0.64,0.69,0.98,0.75,0.36
