,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.6,0.5,0.33,0.47,0.94
chaperon.csv,0.17,0.15,0.21,1.0,0.19
mule.csv,0.99,0.24,0.28,0.0,0.29
springside.csv,0.65,0.99,0.53,0.63,0.54
swtfox.csv,0.53,0.45,0.98,0.61,0.41
