,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.65,0.43,0.31,0.06,0.98
chaperon.csv,0.65,0.6,0.54,1.0,1.0
mule.csv,1.0,0.43,0.29,0.0,0.93
springside.csv,0.67,0.91,0.38,0.09,0.97
swtfox.csv,0.59,0.3,1.0,0.09,1.0
