,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.75,0.45,0.42,0.11,0.99
chaperon.csv,0.23,0.2,0.26,1.0,0.28
mule.csv,0.99,0.28,0.27,0.0,0.39
springside.csv,0.71,0.95,0.45,0.16,0.66
swtfox.csv,0.62,0.42,0.99,0.16,0.53
