,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.36,0.57,0.37,0.47,0.42
chaperon.csv,0.97,0.9,0.92,0.75,0.89
mule.csv,0.47,0.96,0.59,0.67,0.6
springside.csv,0.36,0.57,0.4,0.39,0.38
swtfox.csv,0.52,0.56,0.72,0.56,0.85
