,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,0.34,0.51,0.68,0.03,0.29,0.54,0.84,0.18,0.05,0.44,0.48,0.32,0.92
avisynth2.csv,0.33,0.17,0.0,0.17,0.4,0.55,0.7,0.0,0.6,0.5,0.0,0.0,0.78
beast-mcmc.csv,0.53,0.52,0.55,0.03,0.36,0.59,0.87,0.44,0.06,0.51,0.52,0.32,0.84
dataobjectsdotnet.csv,0.48,0.54,0.57,0.0,0.2,0.59,0.78,0.36,0.08,0.61,0.52,0.31,0.57
exist.csv,0.34,0.5,0.53,0.05,0.27,0.8,0.74,0.35,0.06,0.42,0.42,0.3,0.87
foursquared.csv,0.47,0.44,0.67,0.0,0.33,0.63,0.92,0.67,0.13,0.7,0.64,0.31,1.0
jaxlib.csv,0.31,0.52,0.58,0.4,0.24,0.53,0.7,0.45,0.09,0.46,0.4,0.27,0.64
jrefactory.csv,0.2,0.73,0.59,0.08,0.27,0.89,0.62,0.31,0.0,0.42,0.35,0.33,0.65
nodal.csv,0.33,0.59,0.77,0.0,0.59,0.6,0.74,0.22,0.0,0.44,0.38,0.0,0.88
opendvr.csv,0.36,0.44,0.67,0.04,0.36,0.63,0.89,0.45,0.05,0.44,0.45,0.47,0.94
pokenetonline.csv,0.31,0.46,0.54,0.04,0.31,0.57,0.89,0.44,0.05,0.41,0.47,0.29,0.91
simplewebservices.csv,0.34,0.49,0.64,0.04,0.32,0.73,0.73,0.41,0.04,0.47,0.57,0.33,0.86
uface.csv,0.4,0.57,0.59,0.02,0.3,0.65,0.8,0.38,0.05,0.48,0.44,0.26,0.99
