,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,196.0,485.5,2992.5,188.0,97.5,97.5,2166.5,485.5,98.5,193.0,96.5
linux-ntfs.csv,376.0,98.5,7289.5,638.5,97.5,96.5,4043.5,5107.0,98.5,388.0,98.5
olap-navigator.csv,97.5,96.5,512.5,188.0,97.5,97.5,2340.0,2981.0,98.5,290.5,196.0
phonon-vlc-mplayer.csv,97.5,94.5,332.0,654.5,97.5,97.5,2728.0,628.5,98.5,193.0,196.0
qgis.csv,73.5,96.5,1689.0,0.0,94.5,97.5,3060.0,2378.5,98.5,193.0,196.0
qse.csv,97.5,94.5,1844.5,89.5,97.5,96.5,3379.5,1958.5,98.5,291.5,0.0
rebecca-aiml.csv,471.5,98.5,7223.5,753.0,97.5,196.0,2644.5,1072.0,196.5,387.0,97.5
roller.csv,97.5,290.5,9783.0,936.0,97.5,97.5,3594.0,1169.5,197.5,291.5,197.0
xapian.csv,97.5,195.0,4535.5,267.5,289.5,96.5,4269.0,4307.5,197.5,193.0,196.0
zoolib.csv,97.5,96.5,270.0,72.5,97.5,97.5,2235.0,1193.0,98.5,291.5,196.0
