,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.44,0.45,0.39,0.41,0.65,0.4,0.57,0.63,0.46,0.51,0.38,0.77,0.51,0.54,0.56,0.57
gephex.csv,0.45,0.47,0.61,0.47,0.56,0.42,0.5,0.68,0.41,0.5,0.0,0.58,0.48,0.54,0.56,0.35
intact.csv,0.77,0.57,0.35,0.72,0.68,0.44,0.48,0.87,0.62,0.95,0.73,0.67,0.69,0.96,0.65,0.55
jbpm.csv,0.97,0.0,0.83,0.86,0.98,0.83,0.5,0.0,0.0,0.9,0.6,0.0,0.0,0.86,0.0,0.9
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
jpaul.csv,0.86,0.83,0.58,0.59,0.98,0.53,0.65,0.91,0.9,0.95,0.48,0.5,0.83,0.83,0.81,0.38
lamp.csv,0.93,0.88,0.83,0.9,0.97,0.0,0.86,0.9,0.86,0.73,0.73,0.5,0.92,0.75,0.8,0.69
mevenide.csv,0.96,0.83,0.75,0.82,0.92,0.86,0.73,0.95,0.8,0.52,0.38,0.76,0.92,0.93,0.83,0.73
opendvr.csv,0.67,0.64,0.41,0.56,0.55,0.56,0.48,0.94,0.5,0.45,0.38,0.88,0.51,0.84,0.6,0.63
panda3d.csv,0.95,0.8,0.67,0.88,0.94,0.88,0.0,0.96,0.9,0.77,0.89,0.9,0.94,0.83,0.89,0.91
retromenu.csv,0.91,0.58,0.52,0.89,0.97,0.75,0.86,0.92,0.5,0.69,0.88,0.0,0.88,0.8,0.86,0.89
rohxel.csv,0.41,0.43,0.34,0.37,0.41,0.44,0.44,0.39,0.39,0.45,0.38,0.54,0.38,0.45,0.45,0.37
sevenupdate.csv,0.41,0.47,0.39,0.41,0.48,0.49,0.49,0.53,0.42,0.52,0.58,0.62,0.39,0.44,0.47,0.38
soar.csv,0.44,0.49,0.34,0.39,0.48,0.48,0.45,0.38,0.37,0.53,0.52,0.56,0.38,0.48,0.54,0.37
stemkit.csv,0.97,0.94,0.5,0.93,0.99,0.92,0.88,0.97,0.83,0.81,0.76,0.96,0.89,0.79,0.96,0.94
thedata.csv,0.92,0.92,0.93,0.94,0.97,0.86,0.67,0.9,0.0,0.86,0.86,0.75,0.95,0.86,0.83,0.75
