,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.23,0.18,0.14,0.38,0.51,0.59,0.52,0.45,0.11,0.79,0.63,0.85,0.01
aubit4gl.csv,0.49,0.46,0.25,0.65,0.68,0.36,0.04,0.38,0.34,0.47,0.56,0.48,0.08
bionote.csv,0.03,0.04,0.02,0.0,0.03,0.07,0.06,0.05,0.02,0.0,0.0,0.01,0.0
liferea.csv,0.32,0.16,0.25,0.46,0.29,0.0,0.38,0.23,0.09,0.29,0.5,0.11,0.54
opensim4opencog.csv,0.08,0.11,0.14,0.08,0.07,0.07,0.04,0.0,0.15,0.16,0.25,0.09,0.1
pclasses.csv,0.16,0.0,0.12,0.27,0.11,0.0,0.0,0.04,0.04,0.03,0.06,0.13,0.0
plearn.csv,0.03,0.57,0.27,0.69,0.2,0.48,0.83,0.21,0.79,0.79,0.15,0.24,0.84
psrchive.csv,0.04,0.07,0.04,0.0,0.0,0.07,0.12,0.04,0.13,0.21,0.33,0.4,0.01
re2c.csv,0.11,0.23,0.0,0.23,0.25,0.36,0.33,0.24,0.17,0.21,0.42,0.09,0.01
rebecca-aiml.csv,0.14,0.05,0.02,0.23,0.2,0.41,0.73,0.4,0.11,0.21,0.15,0.01,0.77
thrust.csv,0.1,0.34,0.18,0.33,0.36,0.25,0.69,0.25,0.02,0.18,0.33,0.1,0.31
tzod.csv,0.45,0.21,0.31,0.0,0.37,0.3,0.44,0.47,0.09,0.55,0.21,0.42,0.33
yaprm.csv,0.39,0.32,0.53,0.25,0.37,0.11,0.27,0.14,0.4,0.0,0.29,0.12,0.02
