,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,2.0,1.0,0.0,5.0,8.0,5.0,3.0,7.0,1.0,0.0,19.0,3.0,0.0
aubit4gl.csv,1.0,0.0,0.0,2.0,4.0,5.0,0.0,10.0,8.0,0.0,11.0,0.0,7.0
bionote.csv,2.0,66.0,56.0,74.0,2.0,0.0,2.0,3.0,63.0,0.0,0.0,0.0,0.0
liferea.csv,2.0,5.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,3.0
opensim4opencog.csv,5.0,66.0,0.0,1.0,0.0,2.0,101.0,0.0,1.0,0.0,4.0,9.0,3.0
pclasses.csv,5.0,0.0,5.0,2.0,88.0,56.0,101.0,5.0,63.0,0.0,59.0,0.0,131.0
plearn.csv,0.0,9.0,3.0,3.0,6.0,12.0,2.0,23.0,5.0,0.0,8.0,3.0,5.0
psrchive.csv,2.0,3.0,0.0,74.0,0.0,56.0,0.0,2.0,63.0,0.0,7.0,3.0,0.0
re2c.csv,1.0,4.0,0.0,5.0,0.0,10.0,2.0,6.0,0.0,0.0,16.0,3.0,0.0
rebecca-aiml.csv,6.0,1.0,0.0,5.0,9.0,10.0,2.0,9.0,63.0,0.0,4.0,0.0,3.0
thrust.csv,7.0,66.0,0.0,2.0,2.0,4.0,2.0,6.0,0.0,3.0,5.0,1.0,4.0
tzod.csv,4.0,10.0,0.0,0.0,16.0,1.0,0.0,4.0,1.0,0.0,8.0,0.0,2.0
yaprm.csv,10.0,6.0,0.0,2.0,9.0,5.0,1.0,8.0,0.0,0.0,15.0,2.0,0.0
