,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.57,0.21,0.55,0.44,0.65,0.56,0.67,0.57,0.07,0.48,0.62,0.43,1.0
aubit4gl.csv,0.53,0.55,0.54,0.61,0.57,0.35,0.96,0.5,0.14,0.6,0.57,0.39,0.04
bionote.csv,0.12,0.0,0.0,0.0,0.09,0.27,0.07,0.16,0.0,0.04,1.0,0.09,0.27
liferea.csv,0.41,0.31,0.2,0.61,0.4,0.88,0.49,0.47,0.07,0.45,0.68,0.44,0.78
opensim4opencog.csv,0.26,0.0,0.2,0.26,0.25,0.18,0.0,0.93,0.14,0.37,0.29,0.2,0.59
pclasses.csv,0.39,1.0,0.2,0.37,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.23,0.0
plearn.csv,0.87,0.45,0.37,0.58,0.54,0.47,0.46,0.26,0.41,0.52,0.14,0.81,0.4
psrchive.csv,0.26,0.11,0.71,0.0,0.82,0.0,0.35,0.16,0.0,0.19,0.53,0.38,0.11
re2c.csv,0.29,0.49,1.0,0.22,0.6,0.18,0.51,0.16,0.46,0.28,0.14,0.48,0.04
rebecca-aiml.csv,0.36,0.11,0.2,0.18,0.4,0.48,0.54,0.46,0.0,0.28,0.43,1.0,0.47
thrust.csv,0.24,0.0,0.37,0.22,0.46,0.27,0.49,0.16,0.95,0.17,0.14,0.46,0.2
tzod.csv,0.57,0.21,0.53,0.97,0.64,0.49,0.64,0.52,0.07,0.48,0.54,0.25,0.66
yaprm.csv,0.54,0.48,0.72,0.41,0.64,0.1,0.41,0.3,0.54,0.93,0.14,0.32,0.42
