,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.48,0.17,0.3,0.38,0.21,0.24,0.62,0.15,0.17,0.46,0.15,0.28,0.97
aubit4gl.csv,0.3,0.19,0.19,0.39,0.16,0.2,0.96,0.15,0.11,0.56,0.15,0.24,0.11
bionote.csv,0.6,0.0,0.0,0.0,0.33,0.5,0.5,0.25,0.0,1.0,1.0,0.8,1.0
liferea.csv,0.32,0.25,0.07,0.44,0.19,1.0,0.58,0.21,0.2,0.58,0.19,0.6,0.39
opensim4opencog.csv,0.52,0.0,0.12,0.6,0.38,0.4,0.0,1.0,0.22,0.67,0.13,0.43,0.66
pclasses.csv,0.47,1.0,0.14,0.41,0.0,0.0,0.0,0.14,0.0,0.75,0.0,0.37,0.0
plearn.csv,0.93,0.14,0.12,0.38,0.32,0.22,0.52,0.13,0.2,0.51,0.11,0.58,0.21
psrchive.csv,0.68,0.2,0.67,0.0,1.0,0.0,0.73,0.3,0.0,0.43,0.19,0.26,0.75
re2c.csv,0.48,0.28,1.0,0.31,0.3,0.11,0.62,0.07,0.47,0.53,0.04,0.66,0.5
rebecca-aiml.csv,0.47,0.25,0.5,0.27,0.25,0.25,0.53,0.13,0.0,0.53,0.27,0.98,0.23
thrust.csv,0.46,0.0,0.18,0.24,0.18,0.21,0.48,0.07,0.94,0.42,0.06,0.63,0.17
tzod.csv,0.34,0.14,0.16,1.0,0.24,0.32,0.63,0.13,0.2,0.46,0.27,0.18,0.42
yaprm.csv,0.35,0.22,0.16,0.45,0.24,0.17,0.61,0.21,0.32,1.0,0.06,0.48,0.87
