,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,monetdb.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,pydev.csv,codepurge.csv,bibletime.csv
badtrinity-zero.csv,0.57,0.66,0.47,0.0,0.5,0.57,0.07,0.58,0.0,0.38,0.4,0.41,0.73
bibletime.csv,0.5,0.61,0.6,0.55,0.65,0.64,0.54,0.5,0.48,0.68,0.62,0.33,0.7
boost.csv,0.73,0.56,0.62,0.76,0.34,0.54,0.7,0.69,0.51,0.67,0.64,0.62,0.68
codepurge.csv,0.51,0.57,0.38,0.67,0.52,0.58,0.4,0.3,0.64,0.53,0.46,0.69,0.32
etics.csv,0.78,0.38,0.53,0.65,0.18,0.63,0.54,0.33,0.58,0.68,0.2,0.33,0.62
gusanos.csv,0.67,0.5,0.39,0.66,0.44,0.64,0.61,0.56,0.82,0.2,0.63,0.67,0.51
kvs.csv,0.57,0.36,0.15,0.29,0.76,0.38,0.1,0.47,0.35,0.43,0.59,0.05,0.26
mcore3d.csv,0.0,0.51,0.68,0.67,0.58,0.63,0.45,0.25,0.51,0.64,0.51,0.6,0.51
modellus.csv,0.51,0.39,0.57,0.71,0.12,0.58,0.78,0.6,0.64,0.35,0.49,0.58,0.69
monetdb.csv,0.1,0.38,0.62,0.34,0.0,0.77,0.6,0.34,0.51,0.43,0.33,0.6,0.13
projecteqemu.csv,0.69,0.4,0.44,0.67,0.12,0.59,0.4,0.33,0.44,0.74,0.4,0.37,0.6
pydev.csv,0.7,0.55,0.55,0.58,0.65,0.67,0.51,0.3,0.31,0.64,0.68,0.5,0.65
xbplayer.csv,0.36,0.48,0.44,0.71,0.18,0.56,0.52,0.62,0.51,0.65,0.61,0.59,0.58
