,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.42,0.73,0.77,0.82,0.44,0.61,0.59,0.95,0.58,0.38,0.5,0.74,0.7,0.49,1.05,0.45,0.43,0.72,0.42,0.71
galaxium.csv,0.36,0.45,0.52,0.45,0.68,0.63,0.59,0.67,0.83,0.42,0.42,0.7,0.29,0.48,0.76,0.57,1.0,0.73,0.38,0.74
itext.csv,0.39,0.43,0.6,0.48,0.86,0.69,0.57,0.79,0.62,0.37,0.54,0.66,0.54,0.29,0.39,0.59,0.75,0.52,0.38,0.72
jahshakafx.csv,0.3,0.43,0.46,0.56,0.68,0.71,0.51,0.81,0.4,0.47,0.38,0.59,0.59,0.69,0.62,0.65,0.51,0.48,0.32,0.84
kolmafia.csv,0.64,0.75,0.94,0.92,0.66,0.84,0.88,0.93,0.78,0.78,0.86,0.95,0.72,0.38,1.0,0.92,1.0,0.38,0.75,0.88
mecat.csv,0.99,0.54,0.55,0.6,0.92,0.95,0.8,0.98,0.74,0.69,0.84,0.96,1.0,0.91,0.61,0.86,0.1,0.94,0.5,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.33,0.49,0.44,0.52,0.9,0.92,0.57,0.75,0.7,0.5,0.64,0.51,0.86,0.65,0.75,0.76,0.57,0.71,0.53,0.96
mptvseries.csv,0.47,0.53,0.47,0.72,0.68,0.8,0.61,0.98,0.34,0.53,0.47,0.59,0.52,0.86,0.39,0.71,0.3,0.91,0.27,0.7
novembre.csv,0.44,0.46,0.63,0.73,0.8,0.73,0.39,0.93,0.95,0.56,0.58,0.53,0.97,0.73,0.98,0.71,0.6,0.65,0.28,0.88
ns-3.csv,0.6,0.47,0.76,0.5,0.72,0.57,0.9,0.86,0.9,0.85,0.82,0.55,0.58,0.71,0.38,0.74,0.63,0.58,0.92,0.63
nullc.csv,0.72,0.8,0.71,0.4,0.27,0.68,0.56,0.55,0.42,0.5,0.4,0.81,0.55,0.94,1.03,0.58,0.4,0.62,0.38,0.75
pixel-commandos.csv,0.97,0.71,0.79,0.67,0.8,0.87,0.8,0.92,0.49,0.61,0.86,0.83,0.86,1.0,0.83,0.85,0.8,1.0,0.05,1.0
plee-the-bear.csv,0.35,0.6,0.32,0.96,0.75,0.63,0.68,0.72,0.68,0.73,0.66,0.63,0.7,0.75,0.47,0.67,0.86,0.7,0.72,0.71
quantlib.csv,1.0,1.0,1.0,1.0,1.0,0.93,1.0,0.92,0.94,0.86,1.0,0.87,0.98,0.83,1.0,1.0,1.0,1.0,1.0,0.44
reaper-ecad.csv,0.85,0.86,1.0,0.32,0.84,0.97,1.0,0.79,0.95,0.97,0.88,1.0,0.91,1.0,1.0,1.0,0.67,0.88,0.75,1.0
sbml.csv,0.84,0.51,0.76,0.75,0.46,0.79,1.0,0.76,0.57,0.35,0.94,0.69,0.67,0.8,0.51,0.78,0.87,0.46,0.78,0.57
smartgwt.csv,0.37,0.5,0.55,0.88,0.68,0.58,0.54,0.74,0.65,0.45,0.5,0.69,0.73,0.89,0.36,0.54,1.05,0.67,0.52,0.73
unladen-swallow.csv,0.82,0.61,0.6,0.96,0.79,0.69,0.77,0.82,0.82,0.84,0.79,0.57,0.61,0.54,0.91,0.79,1.03,0.52,0.61,0.78
vienna-add-in.csv,0.81,0.83,0.81,0.77,0.61,0.79,0.98,0.49,0.8,0.94,0.77,0.76,0.56,0.8,0.91,0.84,1.13,0.9,1.11,0.76
wow-qrsk.csv,0.95,0.65,0.45,0.39,0.88,0.88,1.0,0.83,0.49,0.97,0.29,0.61,0.65,0.71,0.88,0.89,0.48,0.6,1.0,1.0
