,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv
adaptagrams.csv,0.29,0.3,0.22,0.24,0.29
aime.csv,0.71,0.8,0.07,0.0,0.26
badtrinitycore.csv,0.0,0.05,0.23,0.18,0.62
electric-core.csv,0.67,0.3,0.24,0.35,0.75
olsrd.csv,0.58,0.25,0.37,0.44,0.47
