,barracudamvc.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,mycila.csv,jppf-project.csv,cascading.csv,ontopia.csv,mevenide.csv
alembik.csv,0.68,0.0,0.45,0.71,0.67,0.98,0.67,0.46,0.84,0.72,0.63
arsenal-1.csv,0.57,0.52,0.83,0.68,0.88,0.72,0.78,0.66,0.69,0.73,0.66
barracudamvc.csv,0.38,0.36,0.35,0.34,0.44,0.43,0.41,0.43,0.4,0.5,0.5
cascading.csv,0.5,0.5,0.71,0.48,0.88,0.74,0.83,0.47,0.44,0.48,0.54
emisview.csv,0.94,0.67,0.53,0.68,0.83,0.86,0.75,0.71,0.84,0.9,0.94
jitterbit.csv,0.57,0.76,0.54,0.6,0.82,0.73,0.69,0.76,0.95,0.95,0.78
jppf-project.csv,0.35,0.37,0.34,0.32,0.4,0.42,0.4,0.35,0.46,0.36,0.47
mevenide.csv,0.83,0.66,0.62,0.92,0.88,0.72,0.83,0.79,0.81,0.91,0.85
mycila.csv,0.92,0.0,0.8,0.91,0.76,0.98,0.91,0.91,0.97,0.65,0.96
ontopia.csv,0.71,0.85,0.36,0.55,0.52,0.53,0.89,0.91,0.43,0.37,0.56
trackit.csv,0.57,0.4,0.62,0.0,0.55,0.77,0.92,0.64,0.96,0.94,0.82
