,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.13,0.72,1.0,0.25,0.63,0.0,0.43,0.96,0.35,0.37,0.53,0.51,0.73
echongl.csv,0.08,0.72,0.29,0.31,1.0,0.02,0.41,0.94,0.48,0.24,0.33,0.25,1.0
les-indemodables.csv,0.12,0.82,0.43,0.34,0.55,0.02,0.44,0.97,0.46,1.0,0.52,0.51,0.78
mbse.csv,0.13,0.64,0.29,1.0,0.63,0.02,0.5,0.94,0.44,0.3,0.42,0.59,0.67
ns-3-dev-def-routing.csv,0.13,0.8,0.39,0.2,0.89,0.08,0.99,0.95,0.38,0.5,0.52,0.3,0.55
psycle.csv,0.09,1.0,0.32,0.26,0.7,0.01,0.39,0.94,0.39,0.42,0.44,0.39,0.78
qpe.csv,1.0,0.57,0.26,0.23,0.77,0.0,0.4,0.92,0.42,0.23,0.33,0.21,0.59
simplewebservices.csv,0.15,0.75,0.37,0.32,0.91,0.03,0.41,0.95,0.5,0.49,1.0,0.37,0.75
v8.csv,0.08,0.66,0.27,0.25,0.72,0.02,0.39,1.0,0.42,0.36,0.49,0.43,0.73
wikipediardware.csv,0.09,0.75,0.29,0.26,0.73,0.0,0.43,0.96,0.46,0.41,0.43,0.33,1.0
wxstudio.csv,0.06,0.68,0.26,0.22,0.91,0.03,0.44,0.92,0.95,0.31,0.29,0.37,0.74
xamj.csv,0.11,0.8,0.31,0.23,0.82,0.0,0.44,0.97,0.47,0.44,0.39,1.0,0.71
