,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,23.0,0.0,0.0,0.0,0.0,117.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
echongl.csv,0.0,0.0,6.0,3.0,0.0,49.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0
les-indemodables.csv,30.0,0.0,0.0,8.0,4.0,42.0,4.0,0.0,4.0,0.0,1.0,5.0,0.0
mbse.csv,55.0,2.0,5.0,0.0,0.0,26.0,1.0,0.0,0.0,14.0,0.0,3.0,0.0
ns-3-dev-def-routing.csv,58.0,3.0,3.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
psycle.csv,0.0,0.0,7.0,0.0,0.0,78.0,0.0,0.0,14.0,2.0,0.0,2.0,1.0
qpe.csv,0.0,0.0,7.0,10.0,0.0,117.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
simplewebservices.csv,15.0,0.0,10.0,12.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,14.0,1.0
v8.csv,0.0,0.0,2.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
wikipediardware.csv,0.0,0.0,5.0,7.0,0.0,117.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
wxstudio.csv,52.0,3.0,14.0,1.0,0.0,24.0,4.0,0.0,0.0,12.0,0.0,11.0,0.0
xamj.csv,48.0,3.0,6.0,0.0,0.0,117.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0
