,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.36,0.75,0.5,0.18,0.5,0.33,0.0,0.0,0.33,0.08,0.51,0.0,0.23
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gisgraphy.csv,0.0,0.25,0.31,0.64,0.46,0.02,1.0,0.4,0.17,0.08,0.54,0.0,0.73
jaxen.csv,0.59,0.5,0.25,0.0,0.58,0.18,0.0,0.0,0.5,0.54,0.23,0.0,0.36
jvcl.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m-m-m.csv,0.59,0.75,0.94,1.0,0.92,1.0,1.0,1.0,0.83,1.0,0.92,1.0,1.0
motu.csv,0.08,0.5,0.69,0.27,0.75,0.29,0.0,0.8,0.33,0.31,0.46,0.0,0.41
nh3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sarasvati.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wgs-assembler.csv,0.23,0.25,0.31,0.45,0.12,0.04,0.0,0.0,0.33,0.77,0.02,0.0,0.0
zabbix.csv,0.67,0.0,0.88,0.36,0.25,0.27,0.0,0.2,0.33,0.54,0.35,0.0,0.45
