,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.28,0.51,0.21,0.19,0.18,0.15,0.16,0.36,0.38,0.32,0.33,0.17,0.2
emulemorph.csv,0.32,0.51,0.31,0.41,0.38,0.56,0.37,0.4,0.41,0.37,0.36,0.28,0.31
gisgraphy.csv,0.32,0.39,0.16,0.18,0.18,0.44,0.35,0.23,0.31,0.2,0.22,0.17,0.21
jaxen.csv,0.28,0.47,0.16,0.26,0.3,0.34,0.31,0.4,0.38,0.32,0.29,0.21,0.23
jvcl.csv,0.32,0.51,0.31,0.41,0.38,0.56,0.37,0.4,0.41,0.37,0.36,0.28,0.31
m-m-m.csv,0.26,0.21,0.3,0.4,0.38,0.54,0.37,0.4,0.3,0.37,0.33,0.25,0.31
motu.csv,0.29,0.49,0.27,0.33,0.37,0.3,0.34,0.4,0.17,0.24,0.2,0.23,0.27
nh3d.csv,0.32,0.51,0.31,0.41,0.38,0.56,0.37,0.4,0.41,0.37,0.36,0.28,0.31
sarasvati.csv,0.32,0.51,0.31,0.41,0.38,0.56,0.37,0.4,0.41,0.37,0.36,0.28,0.31
wgs-assembler.csv,0.27,0.18,0.28,0.15,0.22,0.44,0.29,0.4,0.16,0.17,0.35,0.27,0.27
zabbix.csv,0.27,0.51,0.29,0.31,0.22,0.46,0.27,0.24,0.24,0.29,0.23,0.25,0.21
