,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.61,0.46,0.54,0.46,0.34,0.75,0.78,0.8,0.55,0.84,0.54,0.89,0.77,0.8,0.72,0.68,0.79,0.58
betoffice.csv,0.63,0.93,0.75,0.89,1.02,0.87,0.97,0.64,0.9,0.88,0.88,0.89,0.93,0.95,0.92,0.63,0.87,0.71
bionote.csv,0.66,0.26,0.9,0.84,0.75,1.0,0.83,0.82,0.8,0.76,0.85,0.85,0.19,0.67,0.69,0.95,0.6,0.77
bnetd.csv,0.94,1.0,0.92,0.69,0.85,0.63,0.77,1.0,0.71,0.68,0.43,1.0,0.68,0.41,0.76,0.97,0.91,0.79
elvishrayrenderer.csv,0.63,0.77,0.9,0.62,0.3,0.4,0.86,0.9,0.77,0.77,0.52,0.81,0.59,0.54,0.87,0.95,0.46,0.36
emisview.csv,0.85,1.0,0.71,0.57,0.61,0.36,0.83,0.9,0.5,1.0,0.67,0.86,0.57,0.64,0.72,0.91,0.6,0.94
findbugs.csv,0.95,0.53,1.0,0.71,1.03,0.97,0.67,0.79,0.68,0.94,0.65,0.76,0.93,0.7,0.53,0.7,0.99,0.77
hazelcast.csv,0.79,0.49,0.48,0.69,0.05,0.87,0.69,0.66,0.81,0.66,0.61,0.69,0.67,0.67,0.78,0.65,0.52,0.63
jitterbit.csv,1.0,0.63,0.63,0.59,0.81,0.69,0.72,0.9,0.36,0.8,0.92,0.67,0.78,0.62,0.66,0.85,0.78,0.55
jppf-project.csv,0.97,0.84,0.86,0.88,0.94,0.91,0.76,0.85,0.89,0.87,0.88,0.29,0.81,0.64,0.78,0.88,0.67,0.9
kolmafia.csv,0.92,0.58,0.99,0.56,0.43,0.93,0.79,1.0,0.64,0.63,0.61,1.0,0.96,0.4,0.99,0.98,0.9,0.62
megasquirtavr.csv,0.84,1.0,0.47,0.87,1.0,0.94,0.74,0.81,0.59,0.85,1.0,0.72,0.99,0.89,0.7,1.01,0.91,0.81
qedo.csv,0.88,1.08,0.99,0.85,0.91,0.96,0.92,0.69,0.86,0.85,0.76,0.73,0.93,0.89,0.88,0.3,0.98,0.81
stajistics.csv,0.78,0.95,1.0,0.73,0.37,0.5,0.82,0.71,0.79,0.89,0.69,0.89,0.44,0.97,0.84,0.44,0.36,0.95
trackit.csv,0.98,1.0,0.92,0.79,0.89,0.92,0.65,0.98,0.78,0.89,0.98,0.96,1.0,0.94,0.9,0.93,0.91,1.01
wxlua.csv,0.8,0.94,0.88,0.91,1.0,0.89,0.78,0.98,0.68,0.63,0.97,0.98,0.72,0.8,0.66,0.73,0.87,0.82
x4x.csv,0.41,0.75,0.7,0.87,0.71,0.84,0.88,0.85,0.79,0.61,0.89,1.04,0.84,0.83,0.91,0.88,0.7,0.74
xharbour.csv,0.93,0.25,0.63,0.59,0.42,0.73,0.58,0.77,0.64,0.64,0.82,0.86,0.48,0.53,0.74,1.0,0.68,0.58
