,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.64,0.67,0.55,0.68,0.84,0.26,0.51,0.44,0.57,0.19,0.54,0.83,0.75,0.23,0.5,0.91,0.93,0.53
betoffice.csv,0.52,0.74,0.4,0.95,0.78,0.74,0.83,0.64,0.25,0.9,0.72,0.84,0.62,0.89,0.75,0.95,0.77,0.76
bionote.csv,0.36,0.76,0.1,0.18,0.25,0.0,0.17,0.36,0.2,0.25,0.15,0.61,1.0,0.57,0.39,0.14,0.43,0.47
bnetd.csv,0.79,1.0,0.95,0.36,0.51,0.43,0.54,1.0,0.77,0.36,0.64,0.98,0.75,0.62,0.54,0.86,0.83,0.85
elvishrayrenderer.csv,0.62,0.55,0.1,0.91,0.78,0.7,0.17,0.11,0.25,0.55,0.62,0.48,0.88,0.68,0.57,0.14,0.7,0.76
emisview.csv,0.21,0.0,0.3,0.45,0.4,0.74,0.17,0.11,0.54,0.0,0.36,0.4,0.5,0.49,0.32,0.09,0.43,0.06
findbugs.csv,0.76,0.68,0.9,0.32,0.76,0.17,0.83,0.87,0.74,0.06,0.56,0.24,0.62,0.36,0.61,0.64,0.43,0.62
hazelcast.csv,0.76,0.62,0.55,0.73,0.95,0.96,0.61,0.56,0.85,0.45,0.46,0.72,0.88,0.91,0.68,0.68,0.8,0.5
jitterbit.csv,0.98,0.97,0.5,0.73,0.89,0.52,0.32,0.13,0.7,0.24,0.92,0.38,0.88,0.81,0.79,0.18,0.8,0.68
jppf-project.csv,0.5,0.39,0.7,0.27,0.73,0.39,0.83,0.87,0.54,0.56,0.49,0.74,0.38,0.51,0.64,0.27,0.53,0.47
kolmafia.csv,1.0,0.97,1.0,0.86,0.69,0.96,0.71,1.0,0.83,0.61,0.9,0.92,1.0,0.72,0.82,0.95,0.9,0.88
megasquirtavr.csv,0.88,1.0,0.55,0.27,0.93,0.65,0.76,0.67,0.51,0.15,1.0,0.64,0.38,0.38,0.46,0.55,0.37,0.26
qedo.csv,0.12,0.32,0.05,0.27,0.09,0.04,0.22,0.33,0.22,0.6,0.31,0.28,0.12,0.17,0.18,0.82,0.07,0.26
stajistics.csv,0.6,0.98,0.0,0.86,0.69,0.83,0.22,0.36,0.43,0.84,0.31,0.84,0.88,1.0,0.68,0.68,0.73,0.94
trackit.csv,0.05,0.0,0.1,0.23,0.16,0.09,0.61,0.02,0.28,0.15,0.44,0.04,0.0,0.06,0.11,0.09,0.13,0.03
wxlua.csv,0.24,0.72,0.65,0.73,0.2,0.13,0.41,0.02,0.5,0.93,0.92,0.24,0.5,0.4,0.36,0.82,0.27,0.62
x4x.csv,0.76,0.69,0.65,0.91,0.62,0.78,0.68,0.96,0.73,0.52,0.92,0.73,0.5,0.87,0.54,0.82,0.7,0.85
xharbour.csv,0.86,0.76,0.95,0.73,0.64,0.7,0.76,0.58,0.7,0.6,0.72,0.41,0.88,0.7,0.89,0.41,0.87,0.71
