,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.51,0.8,0.57,0.97,0.4,0.4,0.55,0.49,0.57,0.53,0.54,0.66,0.68
echongl.csv,0.54,0.52,0.37,0.38,0.36,0.45,0.44,0.48,0.62,0.58,0.55,0.56,0.53
les-indemodables.csv,0.5,0.46,0.36,0.38,0.36,0.36,0.38,0.46,0.45,0.54,0.42,0.56,0.64
mbse.csv,0.5,0.54,0.43,0.45,0.35,0.36,0.46,0.49,0.38,0.66,0.35,0.46,0.59
ns-3-dev-def-routing.csv,0.56,0.62,0.4,0.36,0.49,0.54,0.58,0.46,0.68,0.53,0.75,0.46,0.41
psycle.csv,0.45,0.46,0.34,0.36,0.33,0.37,0.44,0.4,0.4,0.5,0.34,0.46,0.52
qpe.csv,0.54,0.65,0.55,0.37,0.62,0.68,0.57,0.45,0.46,0.94,0.4,0.58,0.58
simplewebservices.csv,0.49,0.49,0.36,0.36,0.32,0.35,0.41,0.45,0.48,0.49,0.44,0.46,0.42
v8.csv,0.71,0.74,0.56,0.4,0.29,0.6,0.54,0.49,0.57,0.68,0.4,0.78,0.46
wikipediardware.csv,0.51,0.47,0.37,0.37,0.3,0.36,0.39,0.43,0.4,0.51,0.35,0.47,0.5
wxstudio.csv,0.72,0.97,0.71,0.96,0.9,0.44,0.82,0.84,0.51,0.94,0.67,0.75,0.62
xamj.csv,0.51,0.44,0.81,0.37,0.42,0.38,0.42,0.52,0.36,0.71,0.51,0.52,0.47
