,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.58,0.13,0.28,0.11,0.63,0.74,0.45,0.23,0.27,0.6,0.44,0.19,0.43
echongl.csv,0.58,0.41,0.94,0.96,0.21,0.81,0.57,0.85,0.51,0.46,0.65,0.87,0.21
les-indemodables.csv,0.55,0.3,0.64,0.8,0.58,0.93,0.59,0.46,0.59,0.37,0.47,0.2,0.21
mbse.csv,0.27,0.21,0.57,0.31,0.89,0.66,0.63,0.23,0.43,0.31,0.66,0.65,0.21
ns-3-dev-def-routing.csv,0.45,0.38,0.79,0.99,0.16,0.38,0.31,0.69,0.29,0.68,0.32,0.55,0.79
psycle.csv,0.44,0.32,0.69,0.89,0.74,0.6,0.65,0.54,0.47,0.86,0.73,0.33,0.14
qpe.csv,0.3,0.04,0.31,0.55,0.05,0.21,0.54,0.23,0.24,0.17,0.65,0.17,0.07
simplewebservices.csv,0.72,0.66,0.85,0.98,1.0,0.84,0.76,0.69,0.69,1.0,0.36,0.52,0.93
v8.csv,0.5,0.73,0.48,0.87,1.0,0.54,0.73,0.15,0.59,0.82,0.82,0.46,0.86
wikipediardware.csv,0.64,0.47,0.88,0.94,1.0,1.0,0.96,0.54,0.57,0.82,1.0,0.98,0.07
wxstudio.csv,0.47,0.11,0.26,0.12,0.37,0.57,0.17,0.23,0.22,0.2,0.01,0.16,0.79
xamj.csv,0.46,0.46,0.2,0.89,0.42,0.67,0.82,0.31,0.45,0.37,0.65,0.21,0.21
