,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.34,0.43,0.23,0.04,0.43,0.4,0.19,0.21,0.0,0.0,0.38,0.29,0.07,0.35,0.11,0.25,0.38,0.81,0.48,0.23
aubit4gl.csv,0.28,0.11,0.24,0.25,0.95,0.63,0.3,0.22,0.33,0.17,0.53,0.58,0.18,0.49,0.46,0.19,0.21,0.3,0.4,0.28
bionote.csv,0.24,0.08,0.11,0.1,0.36,0.31,0.14,0.21,0.0,0.0,0.41,0.11,0.0,0.28,0.11,0.93,0.2,0.2,0.41,0.26
bullet.csv,0.25,0.1,0.28,0.7,0.7,0.99,0.23,0.24,0.13,0.18,0.65,0.53,0.12,0.65,0.64,0.25,0.51,0.31,0.55,0.38
customwars.csv,0.23,0.0,0.25,0.29,0.58,0.41,0.08,0.97,0.27,0.0,0.24,0.06,0.13,0.17,0.18,0.0,0.4,0.21,0.38,0.19
findbugs.csv,0.43,0.1,0.46,0.35,0.6,0.52,0.27,0.24,0.0,0.13,0.57,0.35,0.0,0.33,0.37,0.31,0.61,0.27,0.94,0.26
frogatto.csv,0.43,0.2,0.26,0.49,0.6,0.63,0.28,0.31,0.17,0.14,0.94,0.72,0.0,0.68,0.43,0.29,0.36,0.3,0.53,0.4
grisbi.csv,0.48,0.15,0.26,0.27,0.67,0.83,0.22,0.28,0.23,0.12,0.68,0.99,0.23,0.7,0.58,0.28,0.43,0.33,0.46,0.35
lsb.csv,0.44,0.14,0.28,0.84,0.66,0.86,0.25,0.25,0.23,0.16,0.67,0.85,0.24,0.67,0.7,0.18,0.46,0.32,0.53,0.32
oscarmcmaster.csv,0.11,0.0,0.0,0.19,0.19,0.31,0.06,0.34,0.0,0.0,0.27,0.03,0.21,0.21,0.64,0.36,0.34,0.44,0.35,0.95
plearn.csv,0.91,0.15,0.29,0.44,0.62,0.47,0.26,0.27,0.3,0.13,0.53,0.71,0.21,0.51,0.54,0.0,0.68,0.34,0.42,0.28
psrchive.csv,0.12,0.2,0.96,0.12,0.35,0.21,0.17,0.11,0.14,0.0,0.23,0.22,0.0,0.12,0.24,0.12,0.09,0.05,0.48,0.29
re2c.csv,0.36,1.0,0.33,0.42,0.63,0.51,0.04,0.21,0.27,0.16,0.51,0.44,0.16,0.58,0.54,0.1,0.48,0.19,0.47,0.29
rebecca-aiml.csv,0.34,0.25,0.3,0.41,0.6,0.48,0.0,0.27,0.42,0.18,0.34,0.57,0.24,0.45,0.17,0.17,1.0,0.29,0.41,0.32
rtrt-on-gpu.csv,0.43,0.13,0.28,0.25,0.45,0.54,0.17,0.25,0.95,0.1,0.59,0.68,0.22,0.59,0.35,0.17,0.38,0.26,0.32,0.23
stemkit.csv,0.19,0.0,0.0,0.23,0.07,0.06,0.0,0.11,0.14,1.0,0.2,0.09,0.0,0.15,0.06,0.0,0.16,0.04,0.0,0.04
tcvp.csv,0.07,0.12,0.32,0.19,0.25,0.3,0.0,0.14,0.11,0.14,0.33,0.03,1.0,0.15,0.0,0.17,0.11,0.16,0.25,0.13
tktoolkit.csv,0.47,0.19,0.31,0.39,0.66,0.83,0.98,0.24,0.28,0.16,0.61,0.85,0.2,0.66,0.05,0.2,0.41,0.27,0.56,0.24
tycho.csv,0.31,0.4,0.34,0.53,0.67,0.64,0.27,0.27,0.0,0.05,0.46,0.52,0.0,0.42,1.0,0.26,0.44,0.44,0.57,0.39
xstore.csv,0.42,0.18,0.35,0.26,0.56,0.59,0.2,0.23,0.2,0.09,0.65,0.77,0.16,0.98,0.6,0.3,0.36,0.31,0.48,0.34
