,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.1,0.1,0.12,0.01,0.1,0.24,0.03,0.08,0.0,0.08,0.06,0.0,0.27,0.15,0.04,0.12,0.23,0.03,0.09,0.04
aubit4gl.csv,0.61,0.55,0.69,0.39,0.06,0.62,0.21,0.59,0.65,0.79,0.58,0.64,0.43,0.54,0.64,0.75,0.73,0.42,0.71,0.54
bionote.csv,0.04,0.33,0.04,0.23,0.29,0.14,0.11,0.08,0.04,0.03,0.09,0.0,0.0,0.1,0.04,0.0,0.06,0.05,0.16,0.07
bullet.csv,0.6,0.63,0.63,0.04,0.46,0.0,0.61,0.83,0.71,0.64,0.61,0.07,0.53,0.59,0.57,0.94,0.39,0.64,0.96,0.78
customwars.csv,0.29,0.18,0.19,0.23,0.62,0.52,0.15,0.0,0.06,0.21,0.21,0.07,0.26,0.2,0.54,0.06,0.49,0.43,0.31,0.21
findbugs.csv,0.29,0.27,0.21,0.63,0.62,0.19,0.32,0.28,0.1,0.32,0.27,0.71,0.12,0.12,0.32,0.37,0.31,0.36,0.0,0.16
frogatto.csv,0.77,0.76,0.81,0.24,0.58,0.62,0.45,0.58,0.67,0.47,0.0,0.5,0.01,0.73,0.43,0.65,0.73,0.8,0.49,0.45
grisbi.csv,0.79,0.82,0.71,0.32,0.75,0.67,0.85,0.87,0.77,0.76,0.67,0.0,0.73,0.66,0.68,0.79,0.61,0.67,0.87,0.84
lsb.csv,0.69,0.65,0.81,0.01,0.69,0.76,0.74,0.95,0.58,0.89,0.58,0.36,0.58,0.95,0.46,0.81,0.87,0.67,0.78,0.81
oscarmcmaster.csv,0.07,0.04,0.05,0.31,0.06,0.19,0.08,0.07,0.02,0.04,0.09,0.0,0.11,0.1,0.36,0.19,0.42,0.07,0.22,0.01
plearn.csv,0.0,0.35,0.2,0.5,0.75,0.33,0.2,0.28,0.96,0.71,0.52,0.79,0.57,0.39,0.61,0.31,0.24,0.58,0.38,0.75
psrchive.csv,0.04,0.06,0.0,0.12,0.06,0.14,0.06,0.19,0.06,0.07,0.06,0.0,0.03,0.05,0.07,0.13,0.06,0.05,0.22,0.3
re2c.csv,0.23,0.0,0.41,0.83,0.46,0.67,0.14,0.55,0.6,0.72,0.85,0.79,0.68,0.56,0.86,0.56,0.55,0.48,0.38,0.4
rebecca-aiml.csv,0.1,0.02,0.27,0.29,0.67,0.14,0.05,0.23,0.1,0.35,0.09,0.14,0.18,0.15,0.25,0.06,0.0,0.31,0.4,0.42
rtrt-on-gpu.csv,0.17,0.16,0.31,0.02,0.23,0.43,0.4,0.19,0.02,0.43,0.52,0.14,0.2,0.22,0.43,0.46,0.2,0.38,0.44,0.44
stemkit.csv,0.04,0.04,0.0,0.01,0.08,0.1,0.01,0.01,0.06,0.0,0.0,0.07,0.12,0.07,0.0,0.04,0.03,0.14,0.0,0.03
tcvp.csv,0.15,0.18,0.09,0.08,0.04,0.05,0.01,0.09,0.15,0.1,0.12,0.07,0.0,0.05,0.14,0.06,0.0,0.45,0.16,0.39
tktoolkit.csv,0.7,0.98,0.83,0.18,0.77,0.86,0.0,0.68,0.94,0.86,0.76,1.0,1.0,0.88,0.07,0.87,0.67,0.68,0.47,0.66
tycho.csv,0.3,0.2,0.33,0.48,0.69,0.71,0.48,0.51,0.23,0.42,0.24,0.14,0.26,0.41,0.0,0.62,0.98,0.2,0.49,0.43
xstore.csv,0.38,0.27,0.44,0.46,0.5,0.33,0.33,0.64,0.17,0.53,0.36,0.5,0.51,0.02,0.18,0.5,0.28,0.46,0.49,0.48
