,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.25,0.5,0.21,0.02,0.3,0.27,0.13,0.18,0.0,0.0,0.25,0.17,0.11,0.24,0.06,0.25,0.37,0.77,0.36,0.15
aubit4gl.csv,0.41,0.33,0.64,0.31,0.96,0.55,0.43,0.53,0.8,1.0,0.56,0.47,0.44,0.48,0.46,0.62,0.33,0.5,0.54,0.49
bionote.csv,0.15,0.17,0.07,0.09,0.28,0.19,0.13,0.18,0.0,0.0,0.28,0.06,0.0,0.17,0.06,0.88,0.13,0.13,0.32,0.19
bullet.csv,0.36,0.33,0.71,0.6,0.76,0.99,0.65,0.76,0.3,0.83,0.75,0.36,0.33,0.74,0.69,1.0,0.67,0.7,0.96,0.94
customwars.csv,0.22,0.0,0.29,0.29,0.63,0.3,0.09,0.94,0.2,0.0,0.17,0.03,0.22,0.11,0.14,0.0,0.56,0.33,0.36,0.19
findbugs.csv,0.47,0.17,0.64,0.62,0.67,0.37,0.48,0.35,0.0,0.33,0.5,0.24,0.0,0.22,0.29,0.62,0.78,0.4,0.89,0.23
frogatto.csv,0.8,0.83,0.79,0.56,0.65,0.55,0.65,0.76,0.4,0.5,0.89,0.62,0.0,0.85,0.37,0.88,0.61,0.8,0.64,0.68
grisbi.csv,0.93,0.67,0.71,0.31,0.83,0.85,0.83,0.94,0.6,0.67,0.83,0.98,0.89,0.85,0.63,1.0,0.69,0.77,0.71,0.89
lsb.csv,0.76,0.5,0.86,0.73,0.8,0.94,0.87,0.88,0.5,1.0,0.78,0.79,0.78,0.93,0.74,0.62,0.93,0.77,0.82,0.77
oscarmcmaster.csv,0.07,0.0,0.0,0.2,0.11,0.19,0.04,0.29,0.0,0.0,0.17,0.02,0.22,0.13,0.6,0.5,0.41,0.37,0.29,0.91
plearn.csv,0.83,0.33,0.36,0.71,0.74,0.34,0.35,0.41,1.0,0.67,0.53,0.64,0.67,0.46,0.54,0.0,0.81,0.73,0.43,0.62
psrchive.csv,0.07,0.17,0.93,0.09,0.22,0.12,0.13,0.12,0.1,0.0,0.14,0.12,0.0,0.07,0.14,0.12,0.06,0.03,0.43,0.36
re2c.csv,0.34,1.0,0.64,0.93,0.65,0.42,0.04,0.47,0.6,0.83,0.61,0.33,0.56,0.61,0.63,0.25,0.74,0.33,0.5,0.43
rebecca-aiml.csv,0.25,0.17,0.43,0.49,0.69,0.33,0.0,0.35,0.4,0.5,0.22,0.41,0.33,0.33,0.11,0.12,1.0,0.4,0.43,0.49
rtrt-on-gpu.csv,0.39,0.17,0.43,0.16,0.35,0.42,0.35,0.29,1.0,0.33,0.61,0.53,0.33,0.5,0.29,0.38,0.35,0.4,0.32,0.34
stemkit.csv,0.12,0.0,0.0,0.13,0.04,0.03,0.0,0.06,0.1,1.0,0.11,0.05,0.0,0.09,0.03,0.0,0.09,0.03,0.0,0.02
tcvp.csv,0.05,0.17,0.29,0.13,0.15,0.18,0.0,0.12,0.1,0.17,0.22,0.02,1.0,0.09,0.0,0.12,0.06,0.27,0.18,0.17
tktoolkit.csv,0.85,1.0,1.0,0.38,0.83,0.9,0.96,0.65,0.9,1.0,0.75,0.89,1.0,0.87,0.03,0.75,0.69,0.63,0.68,0.49
tycho.csv,0.32,0.67,0.57,0.89,0.81,0.58,0.65,0.59,0.0,0.17,0.36,0.36,0.0,0.37,1.0,0.75,0.96,0.53,0.71,0.64
xstore.csv,0.53,0.33,0.71,0.36,0.56,0.46,0.35,0.59,0.2,0.33,0.64,0.7,0.44,0.98,0.49,0.75,0.37,0.57,0.57,0.57
