,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.53,0.26,0.41,0.24,0.66,0.38,0.13,0.26,0.73,0.46,0.14,0.26,0.7
e-bio-flow.csv,0.22,0.38,0.57,0.66,0.36,0.3,0.49,0.62,0.24,0.41,0.6,0.27,0.15
jas.csv,0.4,0.7,0.0,0.55,0.33,0.47,0.48,0.26,0.84,0.21,0.41,0.62,0.77
jbpm.csv,0.22,0.11,0.0,0.84,0.0,0.2,0.0,0.24,0.0,0.11,0.0,0.04,0.0
jgossipforum.csv,0.5,0.6,0.18,0.22,0.37,0.63,0.26,0.51,0.99,0.5,0.7,0.59,0.0
jmonkeyengine.csv,0.42,0.78,0.18,0.67,0.32,0.75,0.63,0.39,0.4,0.3,0.46,0.69,0.35
joustsim.csv,0.14,0.36,0.35,0.62,0.37,0.35,0.71,0.2,0.81,0.91,0.46,0.68,0.64
log4net.csv,0.56,0.21,0.57,0.31,0.97,0.16,0.0,0.49,0.0,0.73,0.43,0.19,0.0
ngl.csv,0.5,0.69,0.59,0.62,0.45,0.49,0.48,0.68,0.8,0.72,0.55,0.66,0.64
piccolo2d.csv,0.53,0.61,0.82,0.56,0.7,0.3,0.48,0.58,0.0,0.57,0.43,0.42,0.0
pustefix.csv,0.07,0.27,0.47,0.53,0.37,0.7,0.67,0.4,0.23,0.0,0.14,0.44,0.43
reaper3d.csv,0.14,0.58,0.1,0.35,0.0,0.39,0.13,0.5,0.74,0.22,0.73,0.38,0.29
sblim.csv,0.15,0.88,0.64,0.47,0.0,0.26,0.32,0.58,0.0,0.67,0.14,0.56,0.0
