,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,25.0,16.0,35.0,25.0,1.0,0.0,1.0,75.0,13.0,12.0,0.0,25.0
e-bio-flow.csv,6.0,38.0,9.0,8.0,32.0,1.0,2.0,0.0,3.0,1.0,13.0,1.0,4.0
jas.csv,5.0,0.0,94.0,1.0,70.0,0.0,3.0,5.0,64.0,6.0,25.0,1.0,4.0
jbpm.csv,3.0,3.0,94.0,1.0,133.0,0.0,67.0,4.0,224.0,9.0,107.0,0.0,124.0
jgossipforum.csv,11.0,14.0,4.0,16.0,18.0,0.0,4.0,1.0,4.0,1.0,7.0,0.0,124.0
jmonkeyengine.csv,9.0,0.0,20.0,1.0,74.0,3.0,0.0,2.0,112.0,25.0,14.0,0.0,10.0
joustsim.csv,4.0,20.0,9.0,6.0,16.0,2.0,0.0,6.0,7.0,1.0,15.0,0.0,9.0
log4net.csv,1.0,2.0,8.0,10.0,4.0,2.0,67.0,5.0,224.0,3.0,10.0,3.0,124.0
ngl.csv,10.0,0.0,22.0,1.0,39.0,2.0,4.0,0.0,64.0,4.0,10.0,0.0,35.0
piccolo2d.csv,7.0,9.0,7.0,17.0,1.0,3.0,6.0,1.0,224.0,11.0,0.0,0.0,124.0
pustefix.csv,1.0,7.0,29.0,13.0,25.0,0.0,0.0,2.0,58.0,70.0,22.0,0.0,1.0
reaper3d.csv,4.0,3.0,1.0,1.0,133.0,1.0,7.0,1.0,60.0,1.0,7.0,0.0,3.0
sblim.csv,4.0,0.0,5.0,0.0,133.0,2.0,2.0,2.0,224.0,0.0,12.0,0.0,124.0
