,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.57,0.64,0.87,0.67,0.61,0.57,0.52,0.89,0.85,0.77,0.66,0.77,0.66,0.0,0.49,0.78,0.83,1.0
archive-crawler.csv,0.82,0.77,0.66,0.9,0.7,0.8,0.88,0.52,0.93,0.86,0.91,0.0,0.81,0.58,0.77,0.77,0.76,0.93
customwars.csv,0.77,0.71,0.62,0.89,0.87,0.87,0.81,0.92,0.54,0.74,0.12,1.02,0.74,0.82,0.68,0.8,0.79,0.88
gbif-providertoolkit.csv,0.66,0.7,1.0,0.46,0.72,0.07,0.79,0.7,0.68,0.71,0.68,0.96,0.79,0.81,0.6,0.84,0.98,0.98
gss.csv,0.41,0.53,0.63,0.73,0.79,0.72,0.59,0.58,0.64,0.55,0.68,0.67,0.68,1.02,0.45,0.71,0.69,0.0
heekscad.csv,0.02,0.5,0.73,0.65,0.47,0.4,0.51,0.67,0.7,0.49,0.63,0.79,0.6,0.83,0.39,0.45,0.92,0.78
ikvm.csv,0.9,0.72,0.06,0.63,0.83,0.86,0.97,0.75,0.61,0.97,0.8,0.8,0.93,0.75,0.99,0.76,0.96,0.87
jaxen.csv,0.92,0.98,0.91,0.89,0.98,0.93,1.0,0.94,0.0,1.0,0.94,0.84,1.0,0.95,1.0,1.0,0.97,0.9
jcae.csv,0.96,1.0,1.0,0.01,0.93,0.93,1.0,1.0,1.0,0.97,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.93
levent.csv,0.54,0.76,0.68,0.6,0.59,0.44,0.63,0.04,0.48,0.84,0.45,0.64,0.65,0.66,0.58,0.69,0.83,0.46
nicepress.csv,0.77,0.58,0.65,0.47,0.57,0.64,0.59,0.76,0.81,0.0,0.9,0.72,0.8,0.87,0.71,0.62,0.81,0.64
pnotepad.csv,0.68,0.61,0.92,0.85,0.54,0.78,0.68,0.59,0.84,0.64,0.79,0.69,0.66,1.01,0.63,0.02,0.72,0.58
qcad2.csv,0.71,0.68,0.6,0.87,0.8,0.62,0.04,0.85,0.47,0.78,0.81,0.75,0.8,0.62,0.66,0.66,1.06,0.81
qedo.csv,1.0,0.9,1.0,1.0,0.98,0.93,1.0,1.0,1.0,0.93,1.0,0.96,0.83,1.0,0.95,0.98,0.09,1.0
quarkplusplus.csv,0.65,0.5,0.88,0.51,0.64,0.7,0.61,0.98,0.82,0.63,0.45,0.62,0.04,0.58,0.47,0.68,0.76,0.64
sigil.csv,0.49,0.71,0.79,0.54,0.47,0.67,0.49,0.6,0.49,0.56,0.69,0.5,0.48,0.71,0.02,0.61,0.93,0.68
xcsoar.csv,0.42,0.04,0.63,0.66,0.5,0.56,0.56,0.48,0.46,0.6,0.59,0.76,0.71,0.74,0.5,0.58,0.91,0.67
xuggle.csv,0.71,0.56,0.91,0.76,0.04,0.95,0.92,0.79,0.77,0.77,0.72,0.67,0.74,0.67,0.7,0.95,0.64,0.8
