,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.72,0.75,0.43,0.3,0.83,0.77,0.09,0.99,0.66,0.25,0.97,0.0,0.82,0.05,0.22,0.79
galaxium.csv,0.21,0.25,0.23,0.7,0.36,0.8,0.6,0.91,0.46,0.18,0.37,0.17,0.47,0.62,0.53,0.47
hydrate.csv,0.38,0.25,0.56,0.8,0.83,0.8,0.8,0.97,0.82,0.72,0.9,0.67,0.82,0.33,0.71,0.47
ivef-sdk.csv,0.74,0.33,0.5,0.7,0.62,0.0,0.63,0.0,0.79,0.48,0.07,1.0,0.52,0.05,0.75,0.05
jmri.csv,0.1,0.08,0.33,0.3,0.47,0.03,0.6,0.11,0.19,0.23,0.2,0.33,0.29,0.05,0.11,0.21
jython.csv,0.92,0.83,0.21,0.8,0.79,0.8,0.97,0.16,0.72,0.75,0.83,0.17,0.47,0.71,0.93,0.74
kdenlive.csv,0.36,0.33,0.36,0.65,0.66,0.47,0.43,0.99,0.51,0.44,0.78,0.5,0.79,0.33,0.47,0.68
ninject.csv,0.28,0.42,0.55,0.35,0.32,0.23,0.0,0.01,0.2,0.64,0.02,0.33,0.16,0.24,0.09,0.37
ondex.csv,0.18,0.08,0.37,0.65,0.32,0.2,0.43,0.94,0.07,0.16,0.31,0.17,0.28,0.14,0.31,0.37
opentibia.csv,0.31,0.42,0.36,0.2,0.55,0.03,0.89,0.15,0.01,0.28,0.44,0.0,0.31,0.86,0.13,0.58
runuomondains.csv,0.13,0.08,0.38,0.35,0.36,0.9,0.54,0.2,0.18,0.17,0.14,0.17,0.13,0.19,0.04,0.42
somap.csv,0.92,0.92,0.8,0.85,0.83,1.0,0.77,1.0,1.0,0.91,0.93,0.0,0.91,0.95,0.82,1.0
taverna.csv,0.23,0.33,0.43,0.2,0.25,0.5,0.6,0.89,0.21,0.45,0.42,0.0,0.33,0.43,0.36,0.21
tigermud.csv,0.56,0.67,0.85,0.25,0.3,0.07,0.34,0.9,0.12,0.6,0.31,0.17,0.66,0.48,0.25,0.84
unbvision.csv,0.33,0.25,0.29,0.7,0.4,1.0,0.57,0.3,0.27,0.45,0.59,0.17,0.71,0.29,0.33,0.47
x-ray-mule.csv,0.23,0.0,0.23,0.2,0.55,0.0,0.37,0.0,0.81,0.41,0.03,0.5,0.37,0.33,0.53,0.05
