,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.93,0.42,0.49,0.44,0.76,0.44,0.62,0.4,0.86,0.5,0.62,0.96,0.56,0.39,0.57,0.43,0.4,0.54,0.35
autofac.csv,0.56,0.38,0.86,0.46,0.48,0.44,0.5,0.44,0.86,0.47,0.43,0.45,0.64,0.39,0.47,0.48,0.53,0.39,0.88
avisynth2.csv,0.82,0.73,0.91,0.88,0.0,0.5,0.75,0.67,0.67,0.75,0.67,0.83,0.91,0.8,0.0,0.67,0.96,0.92,0.5
azureus.csv,0.36,0.35,0.39,0.31,0.46,0.38,0.45,0.4,0.39,0.45,0.43,0.52,0.36,0.38,0.46,0.42,0.41,0.4,0.34
dsworkbench.csv,0.57,0.45,0.47,0.92,0.96,0.71,0.88,0.94,0.59,0.91,0.75,0.81,0.9,0.46,0.5,0.56,0.6,0.67,0.75
forester-atv.csv,0.47,0.47,0.64,0.75,0.91,0.75,0.64,0.88,0.36,0.94,0.67,0.4,0.39,0.68,0.88,0.86,0.67,0.56,0.0
freelords.csv,0.37,0.34,0.38,0.38,0.44,0.48,0.38,0.49,0.32,0.42,0.43,0.38,0.65,0.45,0.55,0.37,0.4,0.41,0.55
gabel.csv,0.5,0.44,0.52,0.86,0.65,0.65,0.55,0.45,0.88,0.68,0.62,0.83,0.37,0.85,0.54,0.67,0.59,0.67,0.45
geotools.csv,0.33,0.29,0.43,0.38,0.47,0.48,0.39,0.4,0.37,0.43,0.41,0.37,0.4,0.44,0.86,0.35,0.47,0.44,0.47
google-collections.csv,0.35,0.36,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.4,0.34,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.58,0.5,0.49,0.87,0.0,0.91,0.46,0.76,0.56,0.67,0.52,0.63,0.69,0.56,0.8,0.71,0.61,0.97,0.89
mycila.csv,0.41,0.76,0.43,0.35,0.49,0.62,0.53,0.62,0.35,0.51,0.71,0.57,0.44,0.55,0.48,0.56,0.53,0.69,0.35
neodatis-odb.csv,0.95,0.48,0.89,0.71,0.89,0.9,0.6,0.8,0.89,0.78,0.86,0.97,0.88,0.57,0.77,0.67,0.96,0.56,0.0
octet.csv,0.52,0.41,0.59,0.45,0.96,0.72,0.59,0.57,0.59,0.5,0.57,0.53,0.8,0.4,0.8,0.43,0.52,0.46,0.86
pokenetonline.csv,0.38,0.34,0.37,0.33,0.45,0.38,0.48,0.41,0.35,0.45,0.38,0.37,0.4,0.4,0.45,0.42,0.41,0.4,0.38
rcp-company-uibindings.csv,0.37,0.32,0.37,0.46,0.42,0.45,0.36,0.4,0.53,0.48,0.53,0.49,0.8,0.43,0.43,0.39,0.42,0.43,0.5
scenemonitor.csv,0.65,0.39,0.39,0.57,0.63,0.54,0.6,0.42,0.48,0.49,0.41,0.44,0.39,0.83,0.75,0.43,0.49,0.48,0.38
thedata.csv,0.41,0.48,0.5,0.42,0.48,0.51,0.53,0.52,0.32,0.59,0.49,0.43,0.71,0.48,0.55,0.58,0.55,0.49,0.89
twostep.csv,0.5,0.31,0.41,0.37,0.48,0.46,0.52,0.38,0.43,0.44,0.38,0.4,0.35,0.51,0.56,0.45,0.4,0.41,0.41
