,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.0,7.0,1.0,1.0,1.0,0.0,10.0,0.0,8.0,1.0,3.0,4.0,0.0,34.0,4.0,17.0,8.0,0.0,48.0
autofac.csv,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,14.0,12.0,2.0,12.0,5.0,1.0,30.0,0.0,65.0
avisynth2.csv,0.0,4.0,0.0,3.0,107.0,0.0,0.0,1.0,0.0,99.0,51.0,8.0,3.0,0.0,57.0,0.0,4.0,0.0,65.0
azureus.csv,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,18.0,9.0,2.0,3.0,31.0,5.0,0.0,28.0,0.0,3.0
dsworkbench.csv,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,1.0,2.0,1.0,10.0,0.0,29.0,1.0,3.0,1.0,0.0,65.0
forester-atv.csv,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,2.0,13.0,3.0,26.0,1.0,14.0,4.0,1.0,10.0,0.0,65.0
freelords.csv,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,23.0,4.0,17.0,1.0,28.0,4.0,0.0,34.0,0.0,19.0
gabel.csv,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,12.0,10.0,1.0,9.0,0.0,3.0
geotools.csv,0.0,1.0,2.0,5.0,0.0,0.0,2.0,4.0,9.0,21.0,2.0,11.0,0.0,18.0,5.0,0.0,0.0,0.0,3.0
google-collections.csv,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,9.0,22.0,2.0,35.0,5.0,0.0,35.0,0.0,10.0
jpaul.csv,0.0,0.0,3.0,0.0,107.0,1.0,1.0,0.0,1.0,4.0,6.0,22.0,2.0,14.0,5.0,1.0,24.0,0.0,65.0
mycila.csv,0.0,3.0,3.0,0.0,1.0,1.0,16.0,0.0,0.0,17.0,5.0,14.0,0.0,26.0,1.0,0.0,12.0,0.0,4.0
neodatis-odb.csv,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,99.0,0.0,6.0,0.0,21.0,0.0,0.0,11.0,0.0,65.0
octet.csv,0.0,5.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0,13.0,1.0,36.0,0.0,28.0,4.0,8.0,6.0,0.0,13.0
pokenetonline.csv,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,4.0,13.0,0.0,35.0,5.0,0.0,32.0,0.0,4.0
rcp-company-uibindings.csv,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,24.0,0.0,1.0,0.0,4.0,20.0,1.0,1.0,0.0,19.0
scenemonitor.csv,0.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,8.0,0.0,64.0,2.0,3.0,1.0,0.0,5.0
thedata.csv,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,7.0,10.0,0.0,17.0,3.0,18.0,17.0,0.0,0.0
twostep.csv,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,9.0,0.0,23.0,2.0,0.0,12.0,0.0,28.0
