,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,0.6,0.51,0.72,0.51,0.56,0.63,0.56,0.67,0.6,0.43
jmule.csv,0.42,0.62,0.53,0.5,0.47,0.48,0.82,0.51,0.46,0.5
nosleepsoftware.csv,0.52,0.39,0.67,0.5,0.92,0.8,0.4,0.61,0.77,0.39
open-ms.csv,0.4,0.5,0.61,0.0,0.86,0.92,0.73,0.89,0.65,0.31
qgo.csv,0.45,0.39,0.44,0.86,0.67,0.57,0.35,0.49,0.47,0.32
rezilla.csv,0.39,0.48,0.35,0.72,0.4,0.4,0.4,0.43,0.45,0.34
riff-evolve.csv,0.48,0.41,0.67,0.92,0.51,0.57,0.42,0.57,0.47,0.38
uwom.csv,0.44,0.57,0.54,0.71,0.62,0.62,0.96,0.51,0.81,0.88
virtuoso.csv,0.36,0.4,0.43,0.38,0.46,0.42,0.78,0.43,0.5,0.33
yield.csv,0.38,0.38,0.4,0.88,0.52,0.47,0.32,0.41,0.4,0.31
