,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,0.2,0.04,0.34,0.7,0.29,0.38,0.47,0.43,0.32,0.38
jmule.csv,0.4,0.31,0.89,0.52,0.68,0.39,0.26,0.62,0.59,0.0
nosleepsoftware.csv,0.29,0.42,0.02,0.02,0.18,0.06,0.42,0.29,0.13,0.38
open-ms.csv,0.97,0.7,0.47,0.0,0.46,0.44,0.34,0.0,0.6,1.0
qgo.csv,0.0,0.34,0.21,0.08,0.03,0.18,0.46,0.33,0.32,0.59
rezilla.csv,0.77,0.69,0.74,0.0,0.57,0.62,0.67,0.7,0.83,0.9
riff-evolve.csv,0.26,0.36,0.32,0.25,0.12,0.01,0.44,0.45,0.55,0.41
uwom.csv,0.69,0.4,0.64,0.4,0.43,0.67,0.06,0.64,0.0,0.07
virtuoso.csv,0.83,0.96,1.0,0.98,0.94,1.0,0.02,0.88,0.57,1.0
yield.csv,0.49,0.73,0.64,0.1,0.01,0.72,0.59,0.78,0.68,1.0
