,qgo.csv,firebird.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,riff-evolve.csv,virtuoso.csv,open-ms.csv,uwom.csv,jmule.csv
firebird.csv,4.0,0.0,16.0,1.0,0.0,0.0,24.0,12.0,2.0,7.0
jmule.csv,3.0,0.0,1.0,0.0,5.0,0.0,5.0,14.0,25.0,0.0
nosleepsoftware.csv,4.0,1.0,0.0,1.0,8.0,0.0,7.0,6.0,43.0,8.0
open-ms.csv,17.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,41.0,7.0
qgo.csv,0.0,0.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0
rezilla.csv,6.0,9.0,0.0,0.0,1.0,0.0,10.0,11.0,36.0,5.0
riff-evolve.csv,1.0,3.0,1.0,0.0,0.0,0.0,5.0,7.0,29.0,0.0
uwom.csv,12.0,4.0,1.0,0.0,6.0,0.0,3.0,15.0,0.0,0.0
virtuoso.csv,7.0,0.0,1.0,0.0,8.0,0.0,0.0,24.0,41.0,7.0
yield.csv,4.0,0.0,0.0,3.0,0.0,8.0,1.0,12.0,3.0,7.0
