,recall,precision,pf,wins
elmo.csv,0.03,0.33,0.05,4
neoengine.csv,0.78,0.54,0.64,9
nova.csv,0.855,0.5,0.61,10
olap-navigator.csv,0.875,0.39,0.6699999999999999,5
owfs.csv,0.355,0.685,0.165,12
plearn.csv,0.73,0.5,0.595,8
prelude.csv,0.925,0.33499999999999996,0.865,3
qpe.csv,0.23,0.575,0.535,6
selenium.csv,0.78,0.495,0.33999999999999997,11
umber.csv,0.265,0.485,0.29000000000000004,7
werx.csv,1.0,0.33499999999999996,1.0,0
wpdev.csv,1.0,0.33499999999999996,1.0,0
xharbour.csv,0.97,0.33499999999999996,0.935,2
