,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.41,0.38,0.67,0.0,0.66,0.41,0.4,0.0,0.38
massiv.csv,0.58,0.61,0.8,0.0,0.93,0.91,0.57,0.0,0.51
mesa3d.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.41,0.36,0.34,0.43,0.4,0.41,0.37,0.58,0.39
nutz.csv,0.71,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0
ossim.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qmmp.csv,0.93,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0
rcp-company-uibindings.csv,0.4,0.38,0.38,0.4,0.43,0.45,0.42,0.45,0.4
v8.csv,0.45,0.4,0.4,0.4,0.44,0.5,0.67,0.46,0.46
