,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.56,0.94,0.67,1.0,0.86,0.38,0.9,0.32,0.85,0.88,0.85,0.87,0.78,0.56,1.0,0.98,0.89,0.98,0.78,0.94
bzbyte.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,1.0,0.39,1.0,1.0,0.91
carabiner.csv,0.6,0.88,0.89,0.74,0.53,0.86,0.87,0.73,0.84,0.56,0.91,0.61,0.94,0.42,0.78,0.81,0.69,0.33,0.7,0.57
chipster.csv,0.59,0.74,0.48,0.72,0.8,0.67,0.46,0.74,0.96,0.54,0.6,0.54,1.0,0.53,0.72,0.89,0.93,0.89,0.9,0.63
continuum-ide.csv,1.0,0.91,0.77,0.74,0.57,0.84,0.42,0.88,0.84,0.66,0.87,0.92,0.91,0.73,0.88,0.32,0.76,0.95,0.93,0.92
ctrlr.csv,0.75,0.68,0.69,0.77,0.83,0.76,0.89,0.83,0.4,1.05,0.53,0.95,0.84,0.98,1.0,0.93,0.64,0.96,0.79,0.82
galaxium.csv,0.59,0.62,0.49,0.52,0.53,0.31,0.56,0.55,0.94,0.65,0.7,0.26,0.6,0.38,0.73,0.82,0.64,0.76,0.91,0.59
ingex.csv,1.0,0.94,0.78,0.63,0.81,0.81,1.05,0.77,0.97,0.79,0.72,0.7,0.51,0.78,0.95,1.04,0.88,0.52,0.81,0.88
itext.csv,0.59,0.97,0.75,0.58,0.71,0.42,0.75,0.53,0.92,1.0,0.69,0.74,0.87,0.33,1.0,0.98,0.89,0.61,0.7,0.64
jgnash.csv,0.62,0.75,0.62,0.82,0.44,0.32,0.87,0.57,0.78,0.61,0.85,0.82,0.67,0.49,0.5,0.83,0.68,0.62,0.74,0.63
jppf-project.csv,0.79,0.63,0.79,0.69,0.69,0.81,0.93,0.86,0.73,0.28,0.8,0.61,0.85,0.94,0.76,0.89,0.74,0.79,0.95,0.88
jsr308-langtools.csv,1.0,1.0,0.94,1.0,0.79,0.08,1.0,1.0,0.75,1.0,1.0,0.78,1.0,0.68,1.0,1.0,1.0,1.0,0.95,0.94
lite.csv,1.0,0.63,0.73,0.86,0.72,0.85,0.69,0.77,0.74,0.78,0.84,0.79,0.9,0.86,0.67,0.32,0.56,0.78,0.78,0.76
octet.csv,0.57,0.71,0.77,0.58,0.61,0.9,0.82,0.65,0.94,0.58,0.86,0.64,0.54,0.65,0.31,0.76,0.87,0.53,0.73,0.79
owfs.csv,0.63,0.71,0.67,0.77,0.51,0.55,0.85,0.75,0.64,1.0,0.84,0.59,0.76,0.84,0.85,0.77,0.64,0.58,0.63,0.56
sidekar.csv,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,0.78,0.82,1.0,1.0,1.0,1.0
stemkit.csv,0.82,0.73,0.84,0.74,0.87,0.57,0.88,0.83,0.71,0.84,0.42,0.86,0.66,0.61,1.0,0.94,0.94,0.94,0.73,0.78
ta3d.csv,1.0,0.87,0.64,0.81,0.81,0.56,0.75,0.7,0.91,0.56,0.85,0.72,0.97,0.53,0.84,0.94,0.84,0.87,0.92,0.59
tigermud.csv,0.94,0.77,0.7,0.98,0.69,0.62,0.83,0.81,1.0,0.72,0.84,0.67,0.98,0.78,0.97,0.94,0.82,0.56,0.47,0.86
utgb.csv,0.72,0.36,0.75,0.68,0.63,0.77,0.94,0.68,0.99,0.81,0.68,0.89,0.57,0.98,1.0,0.94,0.97,0.75,0.88,0.7
