,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.55,0.45,0.0,0.97,0.71,1.0,0.0,0.0,0.77,0.35,0.11,0.66,0.0,0.17,0.0
fontforge.csv,0.85,0.9,0.93,0.96,1.0,0.76,1.0,0.83,0.89,1.0,0.63,0.83,0.68,0.86,1.0,0.92
glas.csv,0.88,0.87,0.62,0.4,0.86,0.83,1.0,0.92,0.83,0.72,0.77,0.72,0.74,0.68,0.83,0.54
hannosset.csv,0.59,0.13,0.31,0.04,0.64,0.26,0.0,0.54,0.61,0.1,0.24,0.17,0.14,0.05,0.83,0.21
hatari.csv,0.68,0.9,0.62,0.68,0.97,0.8,1.0,0.92,0.94,0.87,0.66,0.94,0.89,0.92,0.83,0.71
jaolt.csv,0.68,0.71,0.41,0.64,0.12,0.42,1.0,0.71,0.72,0.08,0.83,0.67,0.6,0.27,0.17,0.42
ltp.csv,0.24,0.71,0.86,0.8,0.75,0.62,0.0,0.33,0.39,0.62,0.65,0.61,0.48,0.27,0.67,0.62
mia.csv,0.46,0.16,0.45,0.68,0.08,0.24,1.0,0.75,0.39,0.92,0.39,0.5,0.19,0.05,0.0,0.38
net-snmp.csv,0.66,0.74,0.48,0.68,0.43,0.68,1.0,1.0,0.94,0.82,0.75,0.94,0.6,0.84,0.5,0.25
opde.csv,1.0,0.39,1.0,0.56,0.91,0.5,1.0,0.83,0.78,0.0,0.58,0.94,0.63,0.27,0.5,0.5
oppna-program-hsatools.csv,0.88,0.74,0.79,1.0,0.92,0.62,1.0,0.92,0.89,0.95,0.86,1.0,0.73,0.16,0.5,0.54
powerfolder-.csv,0.9,0.71,0.62,0.92,0.94,0.21,1.0,0.25,1.0,0.67,0.62,0.94,0.48,0.43,0.5,0.54
qlc.csv,0.05,0.84,0.03,0.56,0.94,0.44,1.0,0.0,0.67,0.79,0.26,0.78,0.34,0.08,0.5,0.08
quantlib.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67
tcl.csv,0.44,0.45,0.52,0.64,0.58,0.41,0.0,0.0,0.33,0.74,0.56,0.28,0.62,0.81,0.0,0.62
