,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.38,0.15,0.8,0.84
neoengine.csv,0.57,0.15,0.69,0.77
omseek.csv,0.71,0.29,0.85,1.0
pcsx2.csv,0.67,0.23,0.82,0.81
