,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.56,0.0,0.09,0.39,0.92
lazarus-ccr.csv,0.82,0.58,0.69,0.56,0.27,0.27
lcfizvtop.csv,0.45,0.66,0.46,0.59,0.81,0.57
migen.csv,0.37,0.74,0.07,0.33,0.58,0.39
mvnforum.csv,0.0,0.33,0.67,0.42,0.11,0.24
plplot.csv,0.58,0.52,0.52,0.7,0.38,0.5
