,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.6,0.67,0.82,0.5,0.84,0.96,0.52,0.51,0.57,0.7,0.68,0.57
aubit4gl.csv,0.8,0.91,0.94,0.91,0.46,0.91,0.79,0.97,0.61,0.94,0.93,0.96
liferea.csv,0.49,0.53,0.52,0.5,0.95,0.97,0.89,0.67,0.82,0.83,0.83,0.56
moving-pictures.csv,0.45,0.37,0.38,0.88,0.44,0.92,0.4,0.93,0.93,0.81,0.52,0.36
olex2.csv,0.94,0.44,0.41,0.75,0.35,0.81,0.83,0.4,0.73,0.95,0.91,0.47
opensim4opencog.csv,0.41,0.35,0.39,0.52,0.32,0.48,0.5,0.45,0.63,0.5,0.52,0.4
plearn.csv,0.5,0.41,0.49,0.58,0.44,0.57,0.43,0.42,0.5,0.47,0.49,0.52
psrchive.csv,0.51,0.85,0.48,0.38,0.39,0.62,0.46,0.48,0.58,0.65,0.6,0.52
re2c.csv,0.76,0.86,0.57,0.52,0.96,0.7,0.45,0.77,0.58,0.86,0.67,0.52
rebecca-aiml.csv,0.53,0.4,0.4,0.28,0.34,0.44,0.29,0.41,0.6,0.45,0.43,0.33
wxcode.csv,0.57,0.6,0.82,0.75,0.36,0.47,0.6,0.61,0.84,0.51,0.67,0.85
xfce.csv,0.48,0.36,0.39,0.48,0.34,0.42,0.3,0.39,0.48,0.42,0.46,0.36
