,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.54,0.4,0.05,0.0,0.25,0.31,0.29,0.0,0.97,0.14,0.26,0.39,0.25,0.16,0.24,0.26,0.26,0.3
dvd-create.csv,0.99,0.5,0.23,0.31,0.29,0.7,0.65,0.25,0.5,0.83,0.42,0.89,0.48,0.58,0.55,0.8,0.69,0.81
echongl.csv,0.05,0.44,0.25,0.37,0.07,0.2,0.24,0.3,0.29,0.99,0.47,0.07,0.47,0.51,0.57,0.8,0.33,0.1
empserver.csv,0.79,0.53,0.26,0.4,0.19,0.97,0.53,0.07,0.47,0.61,0.44,0.63,0.41,0.45,0.43,0.79,0.48,0.69
gdis.csv,0.83,0.49,0.23,0.36,0.26,0.57,0.52,0.24,0.52,0.84,0.39,0.98,0.51,0.47,0.55,0.81,0.72,0.7
gmerlin.csv,0.33,0.11,0.26,0.35,0.26,0.32,0.29,0.24,0.51,0.33,0.36,0.67,0.98,0.49,0.29,0.19,0.31,0.27
growl-for-windows.csv,0.68,0.6,0.23,0.52,0.26,0.63,0.59,0.44,0.45,0.61,0.43,0.74,0.47,0.42,1.0,0.72,0.55,0.67
mpgravity.csv,0.67,0.67,0.29,1.0,0.22,0.72,0.58,0.29,0.63,0.55,0.45,0.7,0.44,0.43,0.75,0.71,0.58,0.67
myfaces.csv,0.87,0.36,0.21,0.37,0.93,0.69,0.67,0.32,0.47,0.84,0.47,0.88,0.47,0.51,0.73,0.85,0.7,0.83
nativeclient.csv,0.56,0.39,0.26,0.43,0.32,0.6,0.5,0.3,0.29,0.7,0.36,0.69,0.32,0.53,0.49,0.59,0.99,0.57
passwordsafe.csv,0.61,0.63,0.31,0.22,0.3,0.55,0.56,0.2,0.42,0.65,0.3,0.78,0.47,0.98,0.73,0.7,0.52,0.63
phonon-vlc-mplayer.csv,0.84,0.97,0.29,0.31,0.29,0.69,0.61,0.1,0.49,0.61,0.51,0.85,0.41,0.45,0.66,0.7,0.48,0.8
ppcboot.csv,0.62,0.57,0.21,0.44,0.25,0.45,0.94,0.28,0.5,0.7,0.47,0.73,0.37,0.49,0.44,0.7,0.54,0.76
rtrt-on-gpu.csv,0.63,0.31,0.17,0.0,0.29,0.43,0.41,0.95,0.2,0.31,0.42,0.72,0.38,0.41,0.47,0.51,0.49,0.41
sandiaportals.csv,0.67,0.59,0.27,0.52,0.24,0.37,0.69,0.28,0.52,0.79,0.57,0.79,0.4,0.62,0.73,0.99,0.66,0.7
tktoolkit.csv,0.23,0.34,0.93,0.37,0.15,0.38,0.26,0.28,0.47,0.88,0.45,0.52,0.46,0.51,0.63,0.85,0.28,0.14
ultimairis.csv,0.72,0.4,0.22,0.32,0.23,0.67,0.65,0.31,0.58,0.83,0.89,0.86,0.35,0.54,0.73,0.79,0.7,0.71
wikipediardware.csv,0.8,0.46,0.22,0.41,0.25,0.6,0.65,0.2,0.5,0.83,0.44,0.9,0.49,0.57,0.49,0.75,0.73,0.99
