,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.63,0.74,0.96,1.0,0.64,0.81,0.82,1.0,0.05,0.96,0.85,0.75,0.84,0.91,0.86,0.85,0.84,0.82
dvd-create.csv,0.03,0.59,0.89,0.85,0.73,0.65,0.78,0.78,0.87,0.9,0.82,0.55,0.91,0.63,0.79,0.9,0.66,0.6
echongl.csv,0.99,0.61,0.8,0.8,0.95,0.89,0.87,0.76,0.97,0.01,0.72,0.96,0.85,0.67,0.6,0.95,0.8,0.96
empserver.csv,0.48,0.5,0.63,0.7,0.74,0.06,0.64,0.96,0.68,0.92,0.61,0.78,0.72,0.65,0.73,0.51,0.69,0.51
gdis.csv,0.64,0.59,0.79,0.82,0.81,0.8,0.67,0.83,0.63,0.87,0.86,0.04,0.77,0.69,0.83,0.84,0.73,0.53
gmerlin.csv,0.8,0.94,0.66,0.69,0.78,0.8,0.84,0.81,0.57,0.8,0.71,0.5,0.03,0.62,0.83,0.9,0.81,0.84
growl-for-windows.csv,0.78,0.37,0.7,0.51,0.65,0.56,0.67,0.46,0.74,0.92,0.63,0.58,0.68,0.78,0.0,0.69,0.69,0.6
mpgravity.csv,0.74,0.32,0.56,0.0,0.76,0.59,0.73,0.72,0.4,0.86,0.61,0.61,0.62,0.73,0.38,0.54,0.65,0.6
myfaces.csv,0.89,0.94,1.0,1.0,0.08,1.0,0.98,0.9,0.98,1.0,0.98,0.92,1.0,0.98,0.76,1.0,0.91,1.0
nativeclient.csv,0.62,0.63,0.69,0.6,0.52,0.57,0.78,0.66,0.78,0.7,0.76,0.54,0.76,0.63,0.81,0.59,0.02,0.66
passwordsafe.csv,0.6,0.36,0.55,0.81,0.59,0.59,0.65,0.82,0.76,0.56,0.77,0.49,0.59,0.04,0.66,0.52,0.63,0.59
phonon-vlc-mplayer.csv,0.84,0.03,0.59,0.69,0.62,0.82,0.92,0.92,0.56,0.65,0.58,1.0,0.67,0.63,0.8,0.56,0.76,0.8
ppcboot.csv,0.78,0.41,0.69,0.67,0.72,0.76,0.1,0.69,0.64,0.82,0.62,0.64,0.75,0.64,0.75,0.47,0.67,0.43
rtrt-on-gpu.csv,0.63,0.73,0.77,1.0,0.58,0.8,0.79,0.02,0.87,0.86,0.63,0.65,0.69,0.69,0.69,0.78,0.72,0.8
sandiaportals.csv,0.63,0.45,0.58,0.43,1.0,0.8,0.78,0.66,0.58,0.9,0.47,0.73,0.72,0.43,0.66,0.02,0.59,0.62
tktoolkit.csv,0.87,0.93,0.13,1.0,0.96,0.74,0.85,0.94,1.0,0.71,0.99,0.67,0.97,0.9,0.59,1.0,0.85,0.92
ultimairis.csv,0.58,0.85,0.97,0.8,0.98,1.0,0.96,0.66,0.53,0.53,0.13,0.7,0.79,0.54,0.76,0.47,0.97,0.84
wikipediardware.csv,0.86,0.69,0.88,0.76,0.9,0.91,0.88,1.02,0.69,1.0,0.9,0.69,0.75,0.66,0.91,0.67,0.9,0.03
