,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.43,0.3,0.05,0.0,0.54,0.23,0.24,0.0,0.96,0.1,0.18,0.29,0.19,0.11,0.17,0.18,0.19,0.21
dvd-create.csv,0.98,0.71,0.39,0.48,0.64,0.67,0.56,0.52,0.43,0.38,0.5,0.75,0.32,0.69,0.47,0.37,0.63,0.69
echongl.csv,0.04,0.64,0.53,0.53,0.1,0.13,0.19,0.57,0.36,0.99,0.6,0.05,0.47,0.62,0.48,0.24,0.26,0.06
empserver.csv,0.69,0.74,0.47,0.63,0.45,0.95,0.51,0.12,0.62,0.4,0.53,0.49,0.52,0.52,0.35,0.7,0.41,0.6
gdis.csv,0.67,0.69,0.54,0.51,0.52,0.52,0.5,0.48,0.69,0.42,0.46,0.97,0.57,0.57,0.45,0.48,0.6,0.62
gmerlin.csv,0.24,0.11,0.43,0.38,0.27,0.26,0.25,0.24,0.5,0.24,0.36,0.56,0.98,0.44,0.2,0.13,0.23,0.19
growl-for-windows.csv,0.51,0.76,0.39,0.55,0.62,0.63,0.58,0.63,0.58,0.4,0.54,0.62,0.6,0.51,1.0,0.59,0.51,0.58
mpgravity.csv,0.53,0.74,0.58,1.0,0.53,0.71,0.56,0.34,0.79,0.43,0.56,0.59,0.48,0.52,0.68,0.62,0.54,0.58
myfaces.csv,0.37,0.31,0.05,0.0,0.93,0.0,0.09,0.36,0.09,0.0,0.09,0.3,0.0,0.09,0.57,0.0,0.34,0.0
nativeclient.csv,0.46,0.48,0.64,0.47,0.65,0.59,0.48,0.44,0.34,0.58,0.48,0.58,0.37,0.63,0.42,0.49,0.98,0.48
passwordsafe.csv,0.51,0.7,0.55,0.29,0.69,0.51,0.54,0.24,0.55,0.56,0.3,0.68,0.55,0.97,0.63,0.61,0.45,0.55
phonon-vlc-mplayer.csv,0.47,0.97,0.52,0.45,0.66,0.5,0.35,0.12,0.63,0.52,0.48,0.0,0.49,0.46,0.52,0.6,0.44,0.53
ppcboot.csv,0.48,0.73,0.49,0.38,0.6,0.44,0.92,0.56,0.66,0.51,0.61,0.6,0.47,0.59,0.37,0.61,0.5,0.69
rtrt-on-gpu.csv,0.52,0.39,0.38,0.0,0.55,0.43,0.39,1.0,0.23,0.23,0.48,0.59,0.44,0.46,0.36,0.42,0.44,0.33
sandiaportals.csv,0.55,0.81,0.58,0.68,0.0,0.34,0.56,0.51,0.7,0.37,0.71,0.58,0.51,0.7,0.63,0.98,0.63,0.6
tktoolkit.csv,0.17,0.36,0.89,0.0,0.37,0.32,0.21,0.24,0.0,0.67,0.05,0.41,0.13,0.37,0.57,0.0,0.23,0.1
ultimairis.csv,0.61,0.46,0.17,0.52,0.13,0.0,0.17,0.62,0.77,0.74,0.89,0.64,0.46,0.64,0.57,0.71,0.17,0.48
wikipediardware.csv,0.46,0.65,0.41,0.59,0.38,0.37,0.41,0.21,0.65,0.0,0.38,0.67,0.58,0.67,0.39,0.62,0.35,0.98
